income_line_id,household_id,owner,source_type,frequency,net_or_gross,amount_annualized
HH004203_I2,HH004203,client_1,business_income,monthly,gross,143535.14
HH004204_I1,HH004204,client_1,business_income,monthly,gross,40776.7
HH004204_I2,HH004204,client_1,social_security,monthly,gross,48495.29
HH004204_I3,HH004204,client_1,interest_dividends,monthly,gross,25624.93
HH004204_I4,HH004204,client_1,interest_dividends,monthly,gross,19555.91
HH004204_I5,HH004204,client_1,social_security,monthly,gross,17384.48
HH004204_I6,HH004204,joint,social_security,annual,gross,0.0
HH004205_I1,HH004205,client_2,rental_income,monthly,gross,68440.27
HH004206_I1,HH004206,client_1,bonus,annual,gross,5886.36
HH004206_I2,HH004206,client_1,bonus,weekly,gross,9277.6
HH004207_I1,HH004207,joint,bonus,monthly,gross,142971.67
HH004207_I2,HH004207,client_1,rental_income,monthly,gross,262500.71
HH004208_I1,HH004208,client_1,pension_income,monthly,gross,120933.62
HH004209_I1,HH004209,client_1,salary,monthly,gross,4010.41
HH004209_I2,HH004209,client_1,interest_dividends,monthly,gross,15952.79
HH004210_I1,HH004210,client_1,interest_dividends,monthly,gross,134912.09
HH004211_I1,HH004211,client_1,social_security,monthly,gross,13018.83
HH004211_I2,HH004211,client_2,bonus,ad_hoc,gross,5091.7
HH004211_I3,HH004211,client_2,business_income,annual,gross,13509.72
HH004212_I1,HH004212,client_1,social_security,weekly,gross,15367.24
HH004212_I2,HH004212,client_1,pension_income,monthly,gross,37524.22
HH004213_I1,HH004213,client_1,pension_income,monthly,gross,39682.68
HH004213_I2,HH004213,client_1,salary,monthly,gross,13893.95
HH004213_I3,HH004213,client_2,salary,annual,gross,52962.17
HH004213_I4,HH004213,client_1,interest_dividends,monthly,gross,41028.11
HH004214_I1,HH004214,client_1,interest_dividends,monthly,gross,7333.82
HH004214_I2,HH004214,client_2,business_income,monthly,gross,13276.02
HH004215_I1,HH004215,client_2,pension_income,annual,gross,26557.19
HH004216_I1,HH004216,client_1,salary,annual,gross,25238.57
HH004216_I2,HH004216,client_2,social_security,annual,gross,36007.12
HH004217_I1,HH004217,client_1,pension_income,monthly,gross,7323.27
HH004217_I2,HH004217,client_1,business_income,quarterly,gross,79405.84
HH004218_I1,HH004218,client_2,pension_income,weekly,gross,25104.74
HH004219_I1,HH004219,client_1,bonus,monthly,gross,2181.56
HH004219_I2,HH004219,client_2,pension_income,quarterly,gross,22529.94
HH004220_I1,HH004220,client_1,bonus,monthly,gross,23123.9
HH004220_I2,HH004220,client_2,rental_income,monthly,gross,177683.64
HH004221_I1,HH004221,joint,salary,monthly,gross,169152.35
HH004222_I1,HH004222,client_1,pension_income,monthly,gross,7350.08
HH004222_I2,HH004222,client_1,bonus,monthly,gross,10414.95
HH004222_I3,HH004222,client_1,interest_dividends,monthly,gross,6527.7
HH004222_I4,HH004222,client_1,salary,weekly,gross,0.0
HH004223_I1,HH004223,client_1,interest_dividends,monthly,gross,48251.69
HH004223_I2,HH004223,joint,interest_dividends,monthly,gross,86787.61
HH004224_I1,HH004224,client_1,rental_income,monthly,gross,19100.76
HH004224_I2,HH004224,client_1,social_security,monthly,gross,34255.51
HH004225_I1,HH004225,client_2,social_security,monthly,gross,163208.0
HH004226_I1,HH004226,client_1,salary,monthly,gross,10455.48
HH004226_I2,HH004226,client_1,social_security,ad_hoc,gross,118525.63
HH004227_I1,HH004227,client_1,salary,weekly,gross,66204.06
HH004227_I2,HH004227,client_1,pension_income,weekly,gross,104855.57
HH004228_I1,HH004228,client_1,bonus,monthly,gross,12604.2
HH004229_I1,HH004229,joint,social_security,monthly,gross,10469.8
HH004229_I2,HH004229,client_1,bonus,weekly,gross,30485.26
HH004229_I3,HH004229,client_1,rental_income,monthly,gross,30977.87
HH004229_I4,HH004229,client_1,rental_income,annual,gross,28121.51
HH004230_I1,HH004230,client_1,rental_income,monthly,gross,324486.9
HH004231_I1,HH004231,client_1,business_income,monthly,gross,41329.94
HH004231_I2,HH004231,client_1,interest_dividends,weekly,gross,10457.76
HH004231_I3,HH004231,client_1,interest_dividends,monthly,gross,29987.73
HH004231_I4,HH004231,client_1,rental_income,monthly,gross,13754.54
HH004231_I5,HH004231,client_1,social_security,ad_hoc,gross,0.0
HH004232_I1,HH004232,client_2,bonus,annual,gross,270929.47
HH004233_I1,HH004233,client_1,salary,monthly,gross,109100.45
HH004234_I1,HH004234,client_2,business_income,monthly,gross,11576.14
HH004234_I2,HH004234,client_1,social_security,monthly,gross,43232.24
HH004235_I1,HH004235,client_1,social_security,monthly,gross,12365.57
HH004236_I1,HH004236,client_1,pension_income,annual,gross,35129.46
HH004236_I2,HH004236,client_1,bonus,monthly,gross,48052.75
HH004236_I3,HH004236,client_1,rental_income,quarterly,gross,22894.75
HH004236_I4,HH004236,client_1,social_security,monthly,gross,2653.88
HH004237_I1,HH004237,client_1,salary,monthly,gross,220953.32
HH004238_I1,HH004238,client_2,bonus,annual,gross,9359.73
HH004238_I2,HH004238,client_1,salary,monthly,gross,5630.95
HH004238_I3,HH004238,client_2,bonus,monthly,gross,30153.43
HH004239_I1,HH004239,client_1,pension_income,annual,gross,8838.8
HH004239_I2,HH004239,client_1,pension_income,quarterly,gross,9666.26
HH004239_I3,HH004239,client_1,social_security,weekly,gross,12744.65
HH004240_I1,HH004240,joint,interest_dividends,monthly,gross,9221.04
HH004240_I2,HH004240,client_2,bonus,monthly,gross,13243.24
HH004240_I3,HH004240,client_1,salary,annual,gross,2707.69
HH004240_I4,HH004240,client_1,interest_dividends,annual,gross,3597.29
HH004240_I5,HH004240,client_2,salary,monthly,gross,4238.2
HH004240_I6,HH004240,client_1,rental_income,quarterly,gross,0.0
HH004240_I7,HH004240,client_1,bonus,monthly,gross,0.0
HH004241_I1,HH004241,client_1,business_income,weekly,gross,2125.58
HH004241_I2,HH004241,client_1,business_income,weekly,gross,817.39
HH004241_I3,HH004241,client_1,interest_dividends,annual,gross,4173.8
HH004242_I1,HH004242,joint,social_security,monthly,gross,5949.22
HH004242_I2,HH004242,client_1,business_income,monthly,gross,29097.6
HH004243_I1,HH004243,client_2,salary,quarterly,gross,90912.75
HH004244_I1,HH004244,client_1,rental_income,monthly,gross,44917.89
HH004244_I2,HH004244,client_2,business_income,monthly,gross,21033.33
HH004244_I3,HH004244,joint,business_income,monthly,gross,22212.63
HH004244_I4,HH004244,client_1,rental_income,annual,gross,88806.36
HH004245_I1,HH004245,client_1,business_income,ad_hoc,gross,6598.49
HH004245_I2,HH004245,client_1,interest_dividends,weekly,gross,15032.59
HH004246_I1,HH004246,client_1,bonus,annual,gross,9014.72
HH004246_I2,HH004246,client_2,business_income,ad_hoc,gross,34057.36
HH004247_I1,HH004247,client_1,social_security,annual,gross,3076.15
HH004247_I2,HH004247,client_1,bonus,monthly,gross,3813.69
HH004247_I3,HH004247,joint,pension_income,monthly,gross,12394.22
HH004248_I1,HH004248,client_1,bonus,monthly,gross,7768.33
HH004248_I2,HH004248,client_1,business_income,monthly,gross,15946.5
HH004248_I3,HH004248,client_2,salary,monthly,gross,17150.33
HH004249_I1,HH004249,client_2,rental_income,annual,gross,8197.62
HH004249_I2,HH004249,joint,business_income,monthly,gross,54894.75
HH004250_I1,HH004250,joint,interest_dividends,weekly,gross,235192.75
HH004251_I1,HH004251,client_1,salary,monthly,gross,23577.09
HH004251_I2,HH004251,client_2,social_security,weekly,gross,79507.19
HH004251_I3,HH004251,client_2,social_security,monthly,gross,39589.91
HH004251_I4,HH004251,client_2,interest_dividends,monthly,gross,49245.46
HH004252_I1,HH004252,client_2,rental_income,quarterly,gross,5783.81
HH004252_I2,HH004252,client_1,business_income,quarterly,gross,13682.84
HH004253_I1,HH004253,client_1,pension_income,monthly,gross,36165.91
HH004253_I2,HH004253,client_1,social_security,monthly,gross,50151.31
HH004254_I1,HH004254,client_1,salary,monthly,gross,76462.47
HH004254_I2,HH004254,client_2,social_security,annual,gross,35000.26
HH004254_I3,HH004254,client_1,pension_income,monthly,gross,50438.07
HH004254_I4,HH004254,client_1,interest_dividends,monthly,gross,22922.77
HH004255_I1,HH004255,client_1,rental_income,monthly,gross,18869.12
HH004255_I2,HH004255,client_1,business_income,annual,gross,12714.61
HH004255_I3,HH004255,client_2,rental_income,monthly,gross,16697.1
HH004256_I1,HH004256,client_1,interest_dividends,monthly,gross,21909.68
HH004256_I2,HH004256,client_1,social_security,monthly,gross,34672.81
HH004257_I1,HH004257,client_1,bonus,annual,gross,63642.63
HH004257_I2,HH004257,client_1,interest_dividends,monthly,gross,39682.23
HH004257_I3,HH004257,client_1,rental_income,monthly,gross,78930.84
HH004258_I1,HH004258,client_2,interest_dividends,monthly,gross,178884.09
HH004259_I1,HH004259,joint,interest_dividends,monthly,gross,13240.17
HH004259_I2,HH004259,client_2,salary,monthly,gross,9069.28
HH004259_I3,HH004259,client_1,rental_income,monthly,gross,6718.29
HH004259_I4,HH004259,client_1,salary,monthly,gross,8078.54
HH004259_I5,HH004259,client_1,social_security,annual,gross,0.0
HH004260_I1,HH004260,client_1,rental_income,monthly,gross,24203.85
HH004260_I2,HH004260,client_1,social_security,monthly,gross,74339.99
HH004260_I3,HH004260,client_1,bonus,weekly,gross,154182.17
HH004261_I1,HH004261,client_1,social_security,monthly,gross,1506.16
HH004261_I2,HH004261,client_1,rental_income,monthly,gross,1504.33
HH004261_I3,HH004261,client_1,salary,monthly,gross,4829.37
HH004262_I1,HH004262,client_1,interest_dividends,monthly,gross,5761.72
HH004262_I2,HH004262,joint,bonus,monthly,gross,35154.69
HH004263_I1,HH004263,client_1,pension_income,weekly,gross,36573.19
HH004263_I2,HH004263,client_1,business_income,monthly,gross,117532.7
HH004264_I1,HH004264,client_1,salary,quarterly,gross,135067.74
HH004265_I1,HH004265,client_2,pension_income,annual,gross,48433.82
HH004265_I2,HH004265,joint,interest_dividends,ad_hoc,gross,68741.36
HH004266_I1,HH004266,client_2,business_income,annual,gross,24358.88
HH004267_I1,HH004267,client_2,bonus,weekly,gross,89459.34
HH004267_I2,HH004267,client_1,rental_income,monthly,gross,77844.17
HH004267_I3,HH004267,client_1,social_security,monthly,gross,185925.0
HH004268_I1,HH004268,client_1,business_income,weekly,gross,33612.67
HH004268_I2,HH004268,client_1,business_income,monthly,gross,39717.03
HH004268_I3,HH004268,client_1,rental_income,quarterly,gross,35845.45
HH004268_I4,HH004268,client_1,rental_income,weekly,gross,136794.03
HH004269_I1,HH004269,client_1,rental_income,monthly,gross,31405.14
HH004269_I2,HH004269,client_1,business_income,monthly,gross,34440.55
HH004269_I3,HH004269,client_2,interest_dividends,monthly,gross,36433.07
HH004270_I1,HH004270,client_1,rental_income,monthly,gross,30465.45
HH004270_I2,HH004270,client_1,social_security,monthly,gross,73960.94
HH004271_I1,HH004271,client_1,pension_income,monthly,gross,17954.58
HH004271_I2,HH004271,client_1,bonus,monthly,gross,40434.76
HH004271_I3,HH004271,client_1,bonus,weekly,gross,18892.35
HH004271_I4,HH004271,client_1,pension_income,ad_hoc,gross,19110.99
HH004271_I5,HH004271,client_1,interest_dividends,ad_hoc,gross,0.0
HH004271_I6,HH004271,client_1,business_income,ad_hoc,gross,0.0
HH004272_I1,HH004272,client_1,salary,monthly,gross,5683.14
HH004272_I2,HH004272,client_2,business_income,monthly,gross,7499.28
HH004272_I3,HH004272,client_2,social_security,monthly,gross,13173.63
HH004273_I1,HH004273,client_1,social_security,weekly,gross,80396.08
HH004273_I2,HH004273,client_1,pension_income,monthly,gross,116306.81
HH004274_I1,HH004274,client_1,social_security,monthly,gross,6819.33
HH004274_I2,HH004274,client_2,social_security,monthly,gross,9569.27
HH004274_I3,HH004274,client_1,social_security,annual,gross,3069.24
HH004274_I4,HH004274,client_1,interest_dividends,weekly,gross,7038.1
HH004275_I1,HH004275,client_1,rental_income,monthly,gross,80246.06
HH004276_I1,HH004276,client_1,bonus,monthly,gross,19722.06
HH004276_I2,HH004276,client_1,social_security,monthly,gross,10190.47
HH004276_I3,HH004276,client_1,interest_dividends,monthly,gross,44820.22
HH004277_I1,HH004277,client_2,pension_income,monthly,gross,92332.61
HH004277_I2,HH004277,client_2,business_income,monthly,gross,59503.35
HH004277_I3,HH004277,client_1,pension_income,monthly,gross,56421.89
HH004277_I4,HH004277,client_1,social_security,monthly,gross,40204.8
HH004278_I1,HH004278,client_1,social_security,weekly,gross,68327.71
HH004279_I1,HH004279,client_1,pension_income,annual,gross,97996.11
HH004280_I1,HH004280,client_1,rental_income,monthly,gross,16162.56
HH004280_I2,HH004280,client_1,bonus,monthly,gross,13870.58
HH004280_I3,HH004280,client_1,social_security,quarterly,gross,16454.27
HH004281_I1,HH004281,client_2,salary,monthly,gross,181638.42
HH004282_I1,HH004282,joint,bonus,ad_hoc,gross,31325.39
HH004283_I1,HH004283,client_1,pension_income,monthly,gross,22525.84
HH004283_I2,HH004283,client_1,rental_income,monthly,gross,122187.94
HH004284_I1,HH004284,client_1,bonus,monthly,gross,27892.35
HH004284_I2,HH004284,client_1,bonus,monthly,gross,17481.18
HH004284_I3,HH004284,client_2,pension_income,monthly,gross,93813.93
HH004285_I1,HH004285,client_1,pension_income,monthly,gross,17812.05
HH004286_I1,HH004286,client_1,pension_income,quarterly,gross,165425.1
HH004287_I1,HH004287,joint,interest_dividends,weekly,gross,23398.84
HH004288_I1,HH004288,client_1,pension_income,annual,gross,5838.31
HH004289_I1,HH004289,client_1,salary,annual,gross,31495.63
HH004290_I1,HH004290,client_1,rental_income,weekly,gross,104754.1
HH004291_I1,HH004291,client_1,business_income,monthly,gross,43988.33
HH004291_I2,HH004291,client_2,social_security,monthly,gross,292428.06
HH004292_I1,HH004292,client_1,social_security,monthly,gross,52437.93
HH004293_I1,HH004293,client_2,interest_dividends,weekly,gross,51764.32
HH004293_I2,HH004293,client_1,bonus,annual,gross,49990.6
HH004293_I3,HH004293,client_1,rental_income,monthly,gross,56771.97
HH004293_I4,HH004293,client_2,interest_dividends,monthly,gross,37005.09
HH004293_I5,HH004293,client_1,rental_income,monthly,gross,0.0
HH004293_I6,HH004293,client_1,salary,monthly,gross,0.0
HH004293_I7,HH004293,client_1,social_security,annual,gross,0.0
HH004294_I1,HH004294,client_1,social_security,monthly,gross,45004.31
HH004295_I1,HH004295,client_1,interest_dividends,monthly,gross,95145.58
HH004295_I2,HH004295,joint,social_security,monthly,gross,76588.16
HH004295_I3,HH004295,joint,salary,monthly,gross,44438.72
HH004296_I1,HH004296,client_1,social_security,weekly,gross,16463.01
HH004297_I1,HH004297,client_1,business_income,monthly,gross,15850.7
HH004297_I2,HH004297,joint,pension_income,annual,gross,39603.0
HH004298_I1,HH004298,client_1,pension_income,ad_hoc,gross,10515.7
HH004298_I2,HH004298,client_2,pension_income,ad_hoc,gross,11476.55
HH004298_I3,HH004298,client_1,social_security,weekly,gross,89895.48
HH004299_I1,HH004299,client_1,pension_income,monthly,gross,19396.4
HH004299_I2,HH004299,client_2,pension_income,monthly,gross,143811.6
HH004300_I1,HH004300,client_1,rental_income,annual,gross,170533.1
HH004301_I1,HH004301,client_1,interest_dividends,weekly,gross,82707.1
HH004301_I2,HH004301,client_1,rental_income,annual,gross,78961.5
HH004301_I3,HH004301,client_2,business_income,monthly,gross,44262.45
HH004301_I4,HH004301,client_1,bonus,quarterly,gross,40718.6
HH004302_I1,HH004302,client_1,business_income,monthly,gross,44055.44
HH004302_I2,HH004302,client_1,rental_income,monthly,gross,50378.36
HH004302_I3,HH004302,client_1,interest_dividends,weekly,gross,66965.82
HH004302_I4,HH004302,client_1,social_security,monthly,gross,21052.18
HH004303_I1,HH004303,client_1,interest_dividends,monthly,gross,33815.45
HH004303_I2,HH004303,client_1,social_security,weekly,gross,180145.2
HH004304_I1,HH004304,client_1,rental_income,weekly,gross,187983.15
HH004305_I1,HH004305,client_1,rental_income,quarterly,gross,207774.8
HH004306_I1,HH004306,client_2,rental_income,monthly,gross,17295.68
HH004306_I2,HH004306,client_1,salary,monthly,gross,113717.53
HH004307_I1,HH004307,client_2,rental_income,monthly,gross,7494.6
HH004307_I2,HH004307,client_1,business_income,monthly,gross,17234.27
HH004307_I3,HH004307,client_2,business_income,monthly,gross,65053.8
HH004308_I1,HH004308,client_1,business_income,monthly,gross,42675.64
HH004308_I2,HH004308,client_2,bonus,monthly,gross,176333.99
HH004309_I1,HH004309,client_1,bonus,monthly,gross,33601.75
HH004309_I2,HH004309,client_1,salary,monthly,gross,28282.23
HH004309_I3,HH004309,client_1,interest_dividends,monthly,gross,287108.34
HH004310_I1,HH004310,client_1,interest_dividends,monthly,gross,73383.77
HH004310_I2,HH004310,client_2,rental_income,monthly,gross,63401.68
HH004310_I3,HH004310,client_1,salary,weekly,gross,77922.57
HH004311_I1,HH004311,client_1,interest_dividends,ad_hoc,gross,18445.16
HH004311_I2,HH004311,client_1,salary,monthly,gross,3917.06
HH004311_I3,HH004311,client_1,bonus,monthly,gross,6688.53
HH004311_I4,HH004311,client_1,pension_income,monthly,gross,15274.52
HH004311_I5,HH004311,client_1,rental_income,annual,gross,0.0
HH004312_I1,HH004312,client_1,bonus,monthly,gross,88500.83
HH004313_I1,HH004313,client_1,rental_income,quarterly,gross,163208.0
HH004314_I1,HH004314,client_2,pension_income,monthly,gross,47041.23
HH004314_I2,HH004314,client_2,pension_income,monthly,gross,80830.86
HH004315_I1,HH004315,client_2,bonus,monthly,gross,145822.87
HH004316_I1,HH004316,client_1,pension_income,monthly,gross,159961.41
HH004317_I1,HH004317,client_1,business_income,monthly,gross,2951.35
HH004317_I2,HH004317,client_1,rental_income,monthly,gross,10548.48
HH004317_I3,HH004317,client_1,salary,monthly,gross,10550.59
HH004317_I4,HH004317,client_1,interest_dividends,monthly,gross,10556.69
HH004318_I1,HH004318,client_1,rental_income,annual,gross,143408.67
HH004319_I1,HH004319,client_1,social_security,monthly,gross,3142.39
HH004319_I2,HH004319,client_1,interest_dividends,monthly,gross,17312.34
HH004320_I1,HH004320,client_2,bonus,monthly,gross,144407.56
HH004321_I1,HH004321,client_1,bonus,monthly,gross,144077.44
HH004322_I1,HH004322,joint,social_security,quarterly,gross,203693.0
HH004323_I1,HH004323,client_2,bonus,monthly,gross,47912.85
HH004323_I2,HH004323,client_2,salary,monthly,gross,37636.69
HH004323_I3,HH004323,client_1,social_security,monthly,gross,80072.53
HH004324_I1,HH004324,client_1,rental_income,annual,gross,25452.21
HH004324_I2,HH004324,client_2,interest_dividends,quarterly,gross,18714.71
HH004324_I3,HH004324,client_2,rental_income,monthly,gross,18832.28
HH004324_I4,HH004324,client_2,salary,monthly,gross,13978.53
HH004324_I5,HH004324,client_1,business_income,monthly,gross,7059.83
HH004325_I1,HH004325,client_1,rental_income,quarterly,gross,2023.61
HH004325_I2,HH004325,client_1,rental_income,monthly,gross,2184.58
HH004325_I3,HH004325,client_1,social_security,monthly,gross,5839.18
HH004326_I1,HH004326,client_1,salary,monthly,gross,457304.06
HH004327_I1,HH004327,client_1,business_income,weekly,gross,65963.56
HH004328_I1,HH004328,client_1,bonus,weekly,gross,15261.91
HH004328_I2,HH004328,client_1,business_income,quarterly,gross,72836.94
HH004329_I1,HH004329,client_1,pension_income,monthly,gross,27935.15
HH004330_I1,HH004330,client_1,salary,monthly,gross,80991.25
HH004330_I2,HH004330,client_1,bonus,monthly,gross,29564.12
HH004330_I3,HH004330,client_2,pension_income,annual,gross,98774.27
HH004330_I4,HH004330,client_1,bonus,monthly,gross,56292.52
HH004331_I1,HH004331,client_1,bonus,monthly,gross,10913.6
HH004331_I2,HH004331,client_1,interest_dividends,quarterly,gross,5846.9
HH004331_I3,HH004331,client_1,bonus,quarterly,gross,2825.23
HH004331_I4,HH004331,client_1,business_income,quarterly,gross,4999.54
HH004332_I1,HH004332,client_2,pension_income,annual,gross,41419.58
HH004332_I2,HH004332,client_1,social_security,monthly,gross,43677.88
HH004332_I3,HH004332,client_1,salary,monthly,gross,18199.28
HH004333_I1,HH004333,client_1,pension_income,monthly,gross,54257.45
HH004333_I2,HH004333,client_2,salary,monthly,gross,154632.61
HH004334_I1,HH004334,client_2,bonus,monthly,gross,19828.22
HH004334_I2,HH004334,client_1,business_income,monthly,gross,31458.32
HH004334_I3,HH004334,client_1,salary,monthly,gross,120791.03
HH004335_I1,HH004335,client_1,rental_income,monthly,gross,174326.56
HH004336_I1,HH004336,client_1,business_income,weekly,gross,7251.35
HH004336_I2,HH004336,client_2,pension_income,annual,gross,1930.42
HH004336_I3,HH004336,client_2,pension_income,weekly,gross,7007.58
HH004336_I4,HH004336,client_1,salary,quarterly,gross,1753.99
HH004336_I5,HH004336,client_1,rental_income,monthly,gross,0.0
HH004336_I6,HH004336,joint,bonus,monthly,gross,0.0
HH004337_I1,HH004337,client_2,bonus,monthly,gross,167100.06
HH004338_I1,HH004338,joint,social_security,monthly,gross,6161.22
HH004338_I2,HH004338,client_2,rental_income,annual,gross,50983.74
HH004339_I1,HH004339,client_1,pension_income,monthly,gross,12087.07
HH004339_I2,HH004339,client_1,rental_income,weekly,gross,9059.09
HH004339_I3,HH004339,client_1,pension_income,monthly,gross,83972.9
HH004340_I1,HH004340,client_2,bonus,monthly,gross,21454.19
HH004340_I2,HH004340,client_2,bonus,monthly,gross,173955.92
HH004341_I1,HH004341,joint,business_income,monthly,gross,53783.23
HH004341_I2,HH004341,client_1,business_income,monthly,gross,172324.17
HH004342_I1,HH004342,client_1,social_security,monthly,gross,78613.03
HH004342_I2,HH004342,client_1,bonus,monthly,gross,295397.17
HH004343_I1,HH004343,client_1,bonus,weekly,gross,78522.02
HH004344_I1,HH004344,client_2,business_income,quarterly,gross,163208.0
HH004345_I1,HH004345,client_2,interest_dividends,monthly,gross,110284.65
HH004346_I1,HH004346,joint,bonus,monthly,gross,29332.37
HH004346_I2,HH004346,client_1,bonus,monthly,gross,60599.36
HH004347_I1,HH004347,joint,interest_dividends,annual,gross,6640.18
HH004348_I1,HH004348,client_1,bonus,annual,gross,18565.21
HH004348_I2,HH004348,client_1,business_income,monthly,gross,20865.14
HH004348_I3,HH004348,client_1,business_income,quarterly,gross,14307.14
HH004349_I1,HH004349,client_2,business_income,monthly,gross,110446.34
HH004350_I1,HH004350,client_1,bonus,monthly,gross,76980.79
HH004350_I2,HH004350,client_1,rental_income,monthly,gross,102980.63
HH004350_I3,HH004350,client_1,bonus,annual,gross,85013.85
HH004351_I1,HH004351,client_1,social_security,monthly,gross,29462.87
HH004351_I2,HH004351,client_1,social_security,monthly,gross,31347.96
HH004351_I3,HH004351,client_1,salary,monthly,gross,156373.83
HH004352_I1,HH004352,joint,pension_income,monthly,gross,6422.28
HH004352_I2,HH004352,client_1,salary,monthly,gross,39661.96
HH004353_I1,HH004353,client_1,bonus,ad_hoc,gross,19085.36
HH004353_I2,HH004353,client_2,pension_income,weekly,gross,41821.13
HH004354_I1,HH004354,joint,bonus,monthly,gross,24395.37
HH004354_I2,HH004354,client_1,salary,monthly,gross,16138.18
HH004354_I3,HH004354,client_2,pension_income,monthly,gross,20688.87
HH004354_I4,HH004354,joint,bonus,monthly,gross,23637.02
HH004354_I5,HH004354,client_1,rental_income,ad_hoc,gross,27195.6
HH004355_I1,HH004355,client_1,salary,monthly,gross,13292.57
HH004355_I2,HH004355,client_1,pension_income,monthly,gross,20631.71
HH004356_I1,HH004356,client_1,business_income,monthly,gross,19707.68
HH004356_I2,HH004356,client_2,business_income,annual,gross,21408.34
HH004356_I3,HH004356,client_1,salary,monthly,gross,24885.96
HH004357_I1,HH004357,client_1,rental_income,quarterly,gross,168237.12
HH004358_I1,HH004358,joint,salary,annual,gross,83322.56
HH004359_I1,HH004359,client_1,salary,monthly,gross,10771.24
HH004359_I2,HH004359,client_1,salary,monthly,gross,88282.8
HH004360_I1,HH004360,client_1,business_income,monthly,gross,33819.49
HH004361_I1,HH004361,client_1,pension_income,monthly,gross,7017.93
HH004361_I2,HH004361,joint,social_security,monthly,gross,3083.48
HH004361_I3,HH004361,client_1,salary,annual,gross,7428.08
HH004361_I4,HH004361,client_2,business_income,monthly,gross,14025.58
HH004361_I5,HH004361,client_1,rental_income,monthly,gross,1318.13
HH004362_I1,HH004362,client_1,social_security,monthly,gross,3893.64
HH004362_I2,HH004362,client_1,business_income,monthly,gross,7732.36
HH004363_I1,HH004363,joint,social_security,quarterly,gross,5353.8
HH004363_I2,HH004363,client_2,bonus,monthly,gross,7356.3
HH004363_I3,HH004363,client_1,salary,monthly,gross,19155.21
HH004364_I1,HH004364,client_1,interest_dividends,monthly,gross,23596.99
HH004365_I1,HH004365,joint,interest_dividends,monthly,gross,197968.84
HH004366_I1,HH004366,client_1,salary,monthly,gross,26080.59
HH004366_I2,HH004366,client_1,bonus,monthly,gross,48068.32
HH004367_I1,HH004367,client_1,salary,monthly,gross,87040.27
HH004368_I1,HH004368,client_2,rental_income,monthly,gross,110402.45
HH004369_I1,HH004369,joint,interest_dividends,monthly,gross,3167.99
HH004369_I2,HH004369,client_1,social_security,monthly,gross,21088.57
HH004370_I1,HH004370,joint,bonus,quarterly,gross,18054.42
HH004371_I1,HH004371,joint,business_income,monthly,gross,170339.81
HH004372_I1,HH004372,joint,social_security,monthly,gross,148363.81
HH004373_I1,HH004373,client_2,bonus,weekly,gross,112156.86
HH004374_I1,HH004374,client_1,social_security,monthly,gross,24805.45
HH004374_I2,HH004374,client_1,salary,weekly,gross,17738.81
HH004374_I3,HH004374,client_1,social_security,annual,gross,19073.9
HH004374_I4,HH004374,client_1,business_income,monthly,gross,0.0
HH004375_I1,HH004375,client_1,social_security,monthly,gross,14843.37
HH004376_I1,HH004376,client_1,bonus,annual,gross,21506.29
HH004377_I1,HH004377,client_1,social_security,annual,gross,323969.3
HH004378_I1,HH004378,client_2,business_income,monthly,gross,30818.24
HH004378_I2,HH004378,client_2,business_income,ad_hoc,gross,50622.03
HH004378_I3,HH004378,client_2,interest_dividends,monthly,gross,15717.02
HH004378_I4,HH004378,client_2,salary,annual,gross,43590.57
HH004379_I1,HH004379,client_1,interest_dividends,monthly,gross,46055.08
HH004380_I1,HH004380,client_1,pension_income,annual,gross,163208.0
HH004381_I1,HH004381,joint,social_security,quarterly,gross,249553.43
HH004382_I1,HH004382,client_2,pension_income,quarterly,gross,162852.49
HH004383_I1,HH004383,client_1,pension_income,monthly,gross,109479.93
HH004384_I1,HH004384,client_1,business_income,quarterly,gross,155368.84
HH004385_I1,HH004385,client_2,salary,monthly,gross,34364.66
HH004385_I2,HH004385,client_1,rental_income,monthly,gross,53225.73
HH004386_I1,HH004386,client_1,business_income,monthly,gross,19033.73
HH004386_I2,HH004386,client_1,social_security,monthly,gross,5090.8
HH004386_I3,HH004386,client_1,salary,monthly,gross,7741.97
HH004386_I4,HH004386,client_1,interest_dividends,quarterly,gross,20482.16
HH004387_I1,HH004387,client_1,rental_income,monthly,gross,80610.7
HH004388_I1,HH004388,joint,rental_income,quarterly,gross,155500.3
HH004389_I1,HH004389,joint,rental_income,quarterly,gross,59012.93
HH004390_I1,HH004390,client_1,interest_dividends,weekly,gross,10965.74
HH004390_I2,HH004390,client_2,rental_income,monthly,gross,13679.58
HH004391_I1,HH004391,client_2,bonus,ad_hoc,gross,2723.42
HH004391_I2,HH004391,client_1,bonus,monthly,gross,9425.05
HH004391_I3,HH004391,client_2,social_security,monthly,gross,11166.92
HH004392_I1,HH004392,client_1,rental_income,ad_hoc,gross,22419.04
HH004392_I2,HH004392,client_1,rental_income,monthly,gross,81723.74
HH004393_I1,HH004393,client_1,bonus,monthly,gross,39408.74
HH004394_I1,HH004394,client_1,rental_income,annual,gross,74712.41
HH004394_I2,HH004394,client_1,bonus,monthly,gross,54305.35
HH004394_I3,HH004394,client_1,pension_income,annual,gross,44002.16
HH004395_I1,HH004395,client_1,pension_income,weekly,gross,41889.23
HH004395_I2,HH004395,client_1,pension_income,monthly,gross,94968.34
