policy_id,household_id,owner,policy_type,monthly_cost,amount_assured,assured_until
HH002459_PP1,HH002459,client_1,ltc,229.49,307107.44,2053-04-04
HH002461_PP1,HH002461,client_1,life,299.23,356100.09,2044-03-12
HH002462_PP1,HH002462,client_1,life,440.21,568780.65,2054-01-13
HH002464_PP1,HH002464,client_1,disability,257.35,463190.22,2041-06-23
HH002465_PP1,HH002465,client_1,disability,773.04,1472721.27,2040-07-31
HH002466_PP1,HH002466,client_1,ltc,1596.26,1464049.5,2052-08-30
HH002467_PP1,HH002467,client_1,life,522.56,563431.15,2058-01-02
HH002468_PP1,HH002468,client_1,ltc,637.01,1416398.67,2031-09-30
HH002471_PP1,HH002471,client_1,disability,817.44,1092111.4,2045-08-20
HH002472_PP1,HH002472,client_1,ltc,209.84,268360.0,2046-01-10
HH002473_PP1,HH002473,client_1,life,1389.51,1555512.77,2051-02-09
HH002474_PP1,HH002474,client_1,ltc,217.73,972804.68,2040-05-08
HH002475_PP1,HH002475,client_1,disability,75.16,317744.93,2048-02-19
HH002478_PP1,HH002478,client_1,disability,1187.78,1463669.62,2052-03-18
HH002479_PP1,HH002479,client_1,ltc,202.92,605311.6,2060-05-23
HH002480_PP1,HH002480,client_1,ltc,832.23,796397.59,2046-01-08
HH002485_PP1,HH002485,client_1,disability,465.54,601348.81,2047-04-19
HH002486_PP1,HH002486,client_1,disability,188.53,184558.35,2050-08-11
HH002487_PP1,HH002487,client_1,disability,64.05,335848.23,2037-04-22
HH002488_PP1,HH002488,client_1,ltc,510.77,1102209.96,2047-09-26
HH002489_PP1,HH002489,client_1,ltc,270.32,299602.44,2045-05-21
HH002490_PP1,HH002490,client_1,life,503.54,743182.75,2059-09-11
HH002491_PP1,HH002491,client_1,ltc,222.75,401003.3,2035-06-29
HH002492_PP1,HH002492,client_1,disability,696.9,872543.57,2054-09-05
HH002494_PP1,HH002494,client_1,life,628.89,1822402.14,2034-09-23
HH002499_PP1,HH002499,client_1,ltc,1626.08,1663917.74,2048-04-27
HH002501_PP1,HH002501,client_1,ltc,299.46,831931.22,2052-12-20
HH002503_PP1,HH002503,client_1,disability,254.49,692459.37,2032-08-08
HH002504_PP1,HH002504,client_1,ltc,96.93,323623.02,2046-05-25
HH002505_PP1,HH002505,client_1,ltc,1962.35,2138257.28,2055-05-13
HH002509_PP1,HH002509,client_1,ltc,1401.15,1535718.09,2058-02-02
HH002511_PP1,HH002511,client_1,life,44.85,50000.0,2058-07-18
HH002513_PP1,HH002513,client_1,life,100.36,264616.29,2048-02-12
HH002516_PP1,HH002516,client_1,life,1759.73,1645068.94,2049-02-20
HH002519_PP1,HH002519,client_1,disability,597.37,891478.05,2055-04-01
HH002520_PP1,HH002520,client_1,life,609.86,748953.47,2054-10-10
HH002522_PP1,HH002522,client_1,ltc,635.03,1465684.55,2043-10-30
HH002523_PP1,HH002523,client_1,disability,1951.83,1775866.66,2055-07-17
HH002524_PP1,HH002524,client_1,disability,152.18,178694.46,2035-02-22
HH002525_PP1,HH002525,client_1,ltc,381.66,997626.52,2036-03-22
HH002527_PP1,HH002527,client_1,ltc,191.61,308176.73,2061-03-11
HH002528_PP1,HH002528,client_1,ltc,773.71,2604524.12,2044-01-06
HH002531_PP1,HH002531,client_1,disability,282.11,438506.67,2054-05-15
HH002534_PP1,HH002534,client_1,disability,674.86,1006030.02,2058-06-14
HH002536_PP1,HH002536,client_1,life,51.48,96869.8,2047-04-16
HH002539_PP1,HH002539,client_1,disability,148.66,225998.51,2031-11-08
HH002542_PP1,HH002542,client_1,disability,283.6,765638.33,2049-11-21
HH002543_PP1,HH002543,client_1,disability,1331.63,2299861.69,2051-06-24
HH002544_PP1,HH002544,client_1,life,205.18,594040.71,2031-11-30
HH002545_PP1,HH002545,client_1,ltc,645.93,1638690.45,2049-08-17
HH002546_PP1,HH002546,client_1,disability,122.67,132706.3,2059-07-08
HH002547_PP1,HH002547,client_1,ltc,152.8,297408.3,2044-06-02
HH002550_PP1,HH002550,client_1,disability,563.03,930086.21,2060-09-18
HH002551_PP1,HH002551,client_1,life,1072.67,978482.72,2033-04-10
HH002552_PP1,HH002552,client_1,disability,180.53,167317.43,2044-08-02
HH002553_PP1,HH002553,client_1,life,365.94,510366.87,2036-06-27
HH002555_PP1,HH002555,client_1,life,154.04,262626.11,2036-09-22
HH002557_PP1,HH002557,client_1,life,279.27,412054.98,2044-04-23
HH002558_PP1,HH002558,client_1,life,666.67,952058.5,2035-02-09
HH002559_PP1,HH002559,client_1,ltc,148.44,281568.65,2051-07-16
HH002560_PP1,HH002560,client_1,disability,173.01,276048.4,2059-12-20
HH002562_PP1,HH002562,client_1,ltc,1066.63,1311616.4,2032-04-13
HH002564_PP1,HH002564,client_1,disability,582.59,1101841.54,2060-06-26
HH002565_PP1,HH002565,client_1,life,394.44,657017.67,2050-07-20
HH002566_PP1,HH002566,client_1,ltc,210.33,361868.7,2052-04-29
HH002568_PP1,HH002568,client_1,disability,530.1,593008.6,2055-02-11
HH002569_PP1,HH002569,client_1,disability,455.27,1126323.97,2043-07-08
HH002570_PP1,HH002570,client_1,ltc,535.53,1927567.14,2058-12-27
HH002573_PP1,HH002573,client_1,life,1368.0,1251399.44,2034-06-27
HH002574_PP1,HH002574,client_1,disability,445.73,599629.76,2035-09-13
HH002575_PP1,HH002575,client_1,disability,902.96,1316159.27,2034-11-13
HH002576_PP1,HH002576,client_1,disability,618.82,691956.14,2061-01-06
HH002577_PP1,HH002577,client_1,disability,414.93,886880.61,2061-03-21
HH002578_PP1,HH002578,client_1,ltc,188.8,373146.74,2059-01-25
HH002579_PP1,HH002579,client_1,life,1181.33,1309781.01,2058-02-01
HH002580_PP1,HH002580,client_1,ltc,2763.33,2949216.47,2033-06-20
HH002582_PP1,HH002582,client_1,disability,282.22,514321.95,2039-08-25
HH002583_PP1,HH002583,client_1,ltc,1180.64,1177147.16,2033-07-16
HH002585_PP1,HH002585,client_1,ltc,605.3,619111.37,2059-07-02
HH002586_PP1,HH002586,client_1,disability,144.01,301169.79,2039-11-06
HH002587_PP1,HH002587,client_1,disability,834.35,917886.85,2055-12-13
HH002590_PP1,HH002590,client_1,ltc,374.97,1613111.55,2046-06-07
HH002593_PP1,HH002593,client_1,life,571.42,965716.56,2055-05-08
HH002594_PP1,HH002594,client_1,ltc,483.64,865334.61,2041-05-23
HH002596_PP1,HH002596,client_1,life,283.09,306427.95,2058-03-20
HH002597_PP1,HH002597,client_1,disability,105.92,629651.48,2055-12-24
HH002598_PP1,HH002598,client_1,ltc,130.78,573293.17,2045-04-18
HH002599_PP1,HH002599,client_1,ltc,177.16,400277.19,2059-12-30
HH002601_PP1,HH002601,client_1,ltc,200.29,269249.71,2035-07-16
HH002606_PP1,HH002606,client_1,disability,194.86,201897.93,2050-04-28
HH002610_PP1,HH002610,client_1,life,351.39,735706.71,2050-06-24
HH002611_PP1,HH002611,client_1,life,998.73,1463199.71,2033-01-02
HH002616_PP1,HH002616,client_1,life,587.1,1090680.02,2045-01-26
HH002619_PP1,HH002619,client_1,disability,542.84,594520.77,2041-03-26
HH002621_PP1,HH002621,client_1,disability,234.97,287585.95,2038-06-15
HH002622_PP1,HH002622,client_1,ltc,287.68,314480.5,2038-11-12
HH002623_PP1,HH002623,client_1,disability,558.78,1120647.21,2053-07-26
HH002625_PP1,HH002625,client_1,ltc,919.72,1013906.18,2061-04-16
HH002626_PP1,HH002626,client_1,life,305.05,450073.06,2044-10-16
HH002627_PP1,HH002627,client_1,life,820.26,826518.78,2060-06-02
HH002629_PP1,HH002629,client_1,disability,411.76,1203858.57,2051-06-10
HH002630_PP1,HH002630,client_1,life,189.06,393689.06,2061-02-05
HH002632_PP1,HH002632,client_1,disability,166.65,697149.22,2046-05-26
HH002633_PP1,HH002633,client_1,ltc,120.99,592648.88,2035-02-06
HH002634_PP1,HH002634,client_1,ltc,97.71,333052.9,2043-11-03
HH002635_PP1,HH002635,client_1,disability,601.28,787587.98,2059-12-13
HH002638_PP1,HH002638,client_1,disability,446.64,653840.61,2039-12-01
HH002639_PP1,HH002639,client_1,disability,440.22,550847.94,2055-05-09
HH002642_PP1,HH002642,client_1,life,59.76,289589.7,2040-10-25
HH002643_PP1,HH002643,client_1,disability,194.08,434871.7,2058-01-26
HH002646_PP1,HH002646,client_1,disability,680.67,1235235.02,2059-03-28
HH002647_PP1,HH002647,client_1,life,200.6,236535.78,2050-12-26
HH002648_PP1,HH002648,client_1,life,209.81,531659.9,2036-04-23
HH002650_PP1,HH002650,client_1,disability,113.72,218165.97,2043-01-31
HH002651_PP1,HH002651,client_1,ltc,227.77,421465.37,2042-11-18
HH002653_PP1,HH002653,client_1,disability,28.37,118092.14,2037-06-27
HH002654_PP1,HH002654,client_1,disability,2580.07,2503837.9,2058-01-27
HH002656_PP1,HH002656,client_1,ltc,300.48,555325.08,2040-03-10
HH002658_PP1,HH002658,client_1,ltc,127.47,336371.12,2033-06-02
HH002659_PP1,HH002659,client_1,ltc,196.94,331302.26,2058-02-28
HH002661_PP1,HH002661,client_1,life,105.41,486485.56,2037-02-10
HH002662_PP1,HH002662,client_1,life,308.33,428611.76,2060-08-19
HH002665_PP1,HH002665,client_1,life,143.44,459237.07,2053-01-06
HH002668_PP1,HH002668,client_1,disability,21.23,104294.86,2046-09-18
HH002669_PP1,HH002669,client_1,ltc,503.9,478397.19,2057-06-24
HH002670_PP1,HH002670,client_1,ltc,1052.71,1168046.61,2033-07-28
HH002672_PP1,HH002672,client_1,disability,53.51,254869.66,2040-01-19
HH002673_PP1,HH002673,client_1,life,256.94,476922.77,2051-10-06
HH002674_PP1,HH002674,client_1,disability,753.09,782859.8,2033-01-16
HH002676_PP1,HH002676,client_1,life,276.18,280649.11,2058-05-26
HH002678_PP1,HH002678,client_1,life,304.78,694501.82,2046-04-27
HH002680_PP1,HH002680,client_1,disability,417.11,395270.11,2052-11-28
HH002684_PP1,HH002684,client_1,life,664.68,794468.64,2056-07-29
HH002685_PP1,HH002685,client_1,life,262.79,622028.23,2037-07-20
HH002687_PP1,HH002687,client_1,life,829.45,1441233.3,2039-11-27
HH002688_PP1,HH002688,client_1,disability,130.59,232463.46,2039-06-15
HH002689_PP1,HH002689,client_1,life,571.81,2468381.97,2048-03-31
HH002690_PP1,HH002690,client_1,disability,1100.93,1017341.75,2034-05-29
HH002692_PP1,HH002692,client_1,ltc,41.42,147039.55,2032-11-10
HH002693_PP1,HH002693,client_1,life,540.98,710230.34,2052-10-29
HH002694_PP1,HH002694,client_1,life,169.57,170993.68,2059-01-20
HH002699_PP1,HH002699,client_1,life,1145.24,1168509.93,2058-06-14
HH002703_PP1,HH002703,client_1,ltc,982.88,1097564.42,2043-10-04
HH002704_PP1,HH002704,client_1,ltc,270.77,658918.12,2052-09-28
HH002705_PP1,HH002705,client_1,life,532.27,496465.15,2045-09-02
HH002706_PP1,HH002706,client_1,life,425.97,419072.92,2060-02-16
HH002707_PP1,HH002707,client_1,disability,69.02,285234.26,2047-06-17
HH002708_PP1,HH002708,client_1,life,371.77,1673403.5,2032-10-16
HH002712_PP1,HH002712,client_1,ltc,219.39,721119.66,2039-09-29
HH002714_PP1,HH002714,client_1,life,907.03,974332.82,2037-11-29
HH002715_PP1,HH002715,client_1,disability,190.85,575252.5,2033-05-19
HH002717_PP1,HH002717,client_1,life,946.95,911184.84,2044-09-10
HH002718_PP1,HH002718,client_1,disability,56.54,223442.27,2057-08-11
HH002719_PP1,HH002719,client_1,ltc,119.73,682296.63,2044-05-08
HH002720_PP1,HH002720,client_1,disability,633.3,963661.34,2042-04-04
HH002721_PP1,HH002721,client_1,disability,1282.76,1266391.77,2034-05-15
HH002722_PP1,HH002722,client_1,disability,518.85,515229.51,2036-10-27
HH002723_PP1,HH002723,client_1,life,679.89,714247.57,2050-01-18
HH002724_PP1,HH002724,client_1,disability,269.6,1275555.51,2060-04-11
HH002726_PP1,HH002726,client_1,ltc,102.99,137149.64,2058-06-07
HH002728_PP1,HH002728,client_1,disability,240.43,373558.86,2032-03-15
HH002730_PP1,HH002730,client_1,life,134.13,184720.24,2041-08-30
HH002731_PP1,HH002731,client_1,life,520.61,630930.03,2055-12-18
HH002734_PP1,HH002734,client_1,disability,291.8,323025.14,2052-10-09
HH002736_PP1,HH002736,client_1,disability,406.08,842841.31,2038-12-06
HH002737_PP1,HH002737,client_1,disability,74.68,165438.38,2041-06-23
HH002741_PP1,HH002741,client_1,disability,700.88,981201.22,2055-03-13
HH002742_PP1,HH002742,client_1,life,824.79,879787.3,2048-05-20
HH002746_PP1,HH002746,client_1,disability,1339.91,1331381.1,2055-06-19
HH002749_PP1,HH002749,client_1,ltc,697.2,926190.95,2039-06-01
HH002751_PP1,HH002751,client_1,ltc,121.45,394437.58,2035-02-27
HH002753_PP1,HH002753,client_1,disability,2267.35,2733475.37,2034-11-04
HH002754_PP1,HH002754,client_1,disability,72.72,188655.03,2043-10-22
HH002755_PP1,HH002755,client_1,disability,170.36,297381.51,2048-08-25
HH002757_PP1,HH002757,client_1,ltc,301.65,589287.58,2052-07-23
HH002759_PP1,HH002759,client_1,life,246.95,282872.84,2042-03-10
HH002761_PP1,HH002761,client_1,life,220.4,833175.39,2038-03-23
HH002763_PP1,HH002763,client_1,life,265.15,262552.92,2056-03-28
HH002764_PP1,HH002764,client_1,life,426.71,800338.37,2038-10-01
HH002765_PP1,HH002765,client_1,ltc,1031.8,2643559.21,2045-10-14
HH002767_PP1,HH002767,client_1,ltc,1154.74,1123884.51,2036-08-10
HH002768_PP1,HH002768,client_1,life,370.59,521715.95,2036-09-22
HH002772_PP1,HH002772,client_1,disability,1046.46,953464.24,2049-12-16
HH002776_PP1,HH002776,client_1,disability,302.83,375296.87,2051-04-04
HH002777_PP1,HH002777,client_1,disability,856.85,936701.27,2037-09-17
HH002778_PP1,HH002778,client_1,disability,918.6,1469414.27,2057-09-11
HH002779_PP1,HH002779,client_1,disability,919.8,1064937.94,2061-02-26
HH002780_PP1,HH002780,client_1,ltc,192.39,462504.8,2043-04-03
HH002782_PP1,HH002782,client_1,life,659.59,660610.36,2055-06-12
HH002783_PP1,HH002783,client_1,life,107.12,380656.07,2056-02-10
HH002787_PP1,HH002787,client_1,ltc,114.94,358184.85,2055-10-24
HH002789_PP1,HH002789,client_1,disability,1395.16,1407719.94,2057-03-16
HH002793_PP1,HH002793,client_1,ltc,155.98,994287.09,2037-09-13
HH002794_PP1,HH002794,client_1,ltc,922.02,1046581.46,2060-07-26
HH002797_PP1,HH002797,client_1,disability,111.02,304957.67,2031-04-25
HH002798_PP1,HH002798,client_1,life,163.14,236638.59,2052-09-27
HH002800_PP1,HH002800,client_1,life,173.63,425880.62,2048-02-26
HH002803_PP1,HH002803,client_1,ltc,90.33,522755.87,2051-01-17
HH002804_PP1,HH002804,client_1,disability,431.08,533161.9,2041-07-31
HH002807_PP1,HH002807,client_1,life,432.58,981001.96,2056-02-13
HH002808_PP1,HH002808,client_1,life,193.44,338091.04,2049-11-06
HH002809_PP1,HH002809,client_1,disability,117.01,495145.71,2032-03-31
HH002810_PP1,HH002810,client_1,ltc,558.04,657895.76,2031-06-19
HH002811_PP1,HH002811,client_1,disability,261.03,423671.53,2031-09-08
HH002814_PP1,HH002814,client_1,life,177.42,162735.2,2037-09-30
HH002816_PP1,HH002816,client_1,life,778.19,729797.55,2059-12-08
HH002822_PP1,HH002822,client_1,life,357.47,525662.77,2038-07-23
HH002823_PP1,HH002823,client_1,life,161.04,476658.58,2054-07-30
HH002824_PP1,HH002824,client_1,disability,224.92,1308826.56,2056-03-01
HH002825_PP1,HH002825,client_1,ltc,135.01,575705.63,2050-08-17
HH002826_PP1,HH002826,client_1,life,826.09,1275887.35,2049-04-13
HH002828_PP1,HH002828,client_1,ltc,188.15,780176.07,2055-11-22
HH002829_PP1,HH002829,client_1,ltc,22.82,68918.21,2032-12-15
HH002830_PP1,HH002830,client_1,life,129.11,242857.05,2031-05-12
HH002831_PP1,HH002831,client_1,disability,258.01,511342.09,2059-05-01
HH002832_PP1,HH002832,client_1,disability,186.01,619721.97,2043-05-21
HH002833_PP1,HH002833,client_1,ltc,618.24,938359.74,2060-09-06
HH002835_PP1,HH002835,client_1,disability,668.86,883924.03,2037-09-25
HH002836_PP1,HH002836,client_1,life,524.85,1381268.04,2037-12-08
HH002838_PP1,HH002838,client_1,ltc,121.58,150508.07,2037-02-23
HH002839_PP1,HH002839,client_1,disability,1411.08,1757258.48,2042-01-06
HH002845_PP1,HH002845,client_1,life,148.23,252934.39,2031-09-29
HH002850_PP1,HH002850,client_1,life,115.55,221796.83,2054-02-23
HH002852_PP1,HH002852,client_1,life,1290.76,1452081.86,2055-10-25
HH002853_PP1,HH002853,client_1,disability,258.5,774412.58,2036-06-25
HH002856_PP1,HH002856,client_1,life,120.43,250164.5,2042-02-19
HH002858_PP1,HH002858,client_1,life,1610.53,1889192.18,2044-02-07
HH002860_PP1,HH002860,client_1,ltc,240.38,306398.97,2054-12-22
HH002864_PP1,HH002864,client_1,life,923.51,1334556.33,2057-03-19
HH002865_PP1,HH002865,client_1,ltc,1273.02,1247560.26,2038-09-12
HH002869_PP1,HH002869,client_1,life,295.24,529020.65,2060-07-27
HH002873_PP1,HH002873,client_1,disability,460.13,623089.72,2033-01-04
HH002874_PP1,HH002874,client_1,life,199.04,200107.99,2041-08-30
HH002876_PP1,HH002876,client_1,life,389.13,689670.14,2031-05-23
HH002877_PP1,HH002877,client_1,life,528.3,607972.8,2055-09-22
HH002881_PP1,HH002881,client_1,ltc,197.89,419552.73,2047-11-24
HH002883_PP1,HH002883,client_1,life,569.26,1186617.53,2039-02-28
HH002886_PP1,HH002886,client_1,life,261.38,665605.72,2046-04-15
HH002887_PP1,HH002887,client_1,life,589.08,1398590.35,2045-02-01
HH002888_PP1,HH002888,client_1,ltc,292.45,1848706.35,2046-12-05
HH002891_PP1,HH002891,client_1,ltc,656.54,2039747.53,2038-11-11
HH002893_PP1,HH002893,client_1,life,264.03,649341.96,2060-12-20
HH002894_PP1,HH002894,client_1,ltc,937.66,1144422.33,2043-08-14
HH002895_PP1,HH002895,client_1,ltc,75.96,305417.75,2037-12-19
HH002899_PP1,HH002899,client_1,ltc,197.48,208555.16,2056-09-05
HH002901_PP1,HH002901,client_1,disability,770.05,991811.84,2060-05-22
HH002903_PP1,HH002903,client_1,ltc,87.91,168551.65,2051-09-30
HH002904_PP1,HH002904,client_1,ltc,747.09,761372.24,2048-12-20
HH002905_PP1,HH002905,client_1,ltc,1713.97,1888486.25,2044-06-26
HH002908_PP1,HH002908,client_1,ltc,722.28,832315.73,2054-07-12
HH002909_PP1,HH002909,client_1,life,434.29,1109505.01,2034-10-03
HH002910_PP1,HH002910,client_1,disability,195.37,245868.72,2039-12-08
HH002914_PP1,HH002914,client_1,disability,86.57,88452.44,2036-01-13
HH002916_PP1,HH002916,client_1,disability,243.99,659509.49,2046-08-27
HH002919_PP1,HH002919,client_1,life,626.06,615300.02,2039-10-15
HH002922_PP1,HH002922,client_1,disability,120.19,614577.04,2035-12-17
HH002925_PP1,HH002925,client_1,ltc,427.86,819475.66,2046-10-24
HH002927_PP1,HH002927,client_1,disability,621.07,794626.9,2057-07-19
HH002929_PP1,HH002929,client_1,disability,279.25,667659.99,2043-09-14
HH002931_PP1,HH002931,client_1,ltc,352.52,1030422.46,2038-11-09
HH002933_PP1,HH002933,client_1,life,1011.43,1114701.32,2048-11-27
HH002934_PP1,HH002934,client_1,ltc,130.14,308691.14,2049-03-02
HH002935_PP1,HH002935,client_1,disability,910.93,1018688.54,2061-01-12
HH002941_PP1,HH002941,client_1,ltc,105.38,523155.48,2039-06-22
HH002944_PP1,HH002944,client_1,life,335.44,471003.12,2060-03-24
HH002946_PP1,HH002946,client_1,ltc,337.1,1181630.68,2041-08-24
HH002948_PP1,HH002948,client_1,ltc,2190.82,2899028.52,2040-05-19
HH002949_PP1,HH002949,client_1,life,172.02,642440.97,2047-04-26
HH002950_PP1,HH002950,client_1,disability,43.51,114811.2,2038-08-14
HH002951_PP1,HH002951,client_1,life,454.48,426506.03,2047-05-13
HH002954_PP1,HH002954,client_1,ltc,692.0,650409.03,2042-01-18
HH002955_PP1,HH002955,client_1,life,38.75,220264.97,2038-09-22
HH002956_PP1,HH002956,client_1,disability,397.82,637409.09,2034-06-04
HH002957_PP1,HH002957,client_1,ltc,45.46,135705.79,2045-05-08
HH002958_PP1,HH002958,client_1,life,829.01,872998.84,2052-08-30
HH002960_PP1,HH002960,client_1,ltc,631.05,968894.06,2053-04-20
HH002962_PP1,HH002962,client_1,life,287.4,418604.23,2056-01-27
HH002964_PP1,HH002964,client_1,life,286.16,514966.63,2033-03-14
HH002965_PP1,HH002965,client_1,ltc,615.57,1368452.83,2048-07-25
HH002967_PP1,HH002967,client_1,disability,39.12,163694.19,2038-08-02
HH002968_PP1,HH002968,client_1,disability,426.61,444079.22,2042-12-07
HH002971_PP1,HH002971,client_1,ltc,1410.43,1708432.8,2040-07-08
HH002972_PP1,HH002972,client_1,ltc,192.25,283962.49,2042-05-04
HH002973_PP1,HH002973,client_1,life,278.6,748076.74,2041-02-01
HH002974_PP1,HH002974,client_1,life,330.09,1129658.34,2050-10-06
HH002975_PP1,HH002975,client_1,ltc,640.51,1148171.2,2059-10-04
HH002978_PP1,HH002978,client_1,life,282.51,375068.26,2048-07-21
HH002981_PP1,HH002981,client_1,life,305.52,815740.18,2060-11-26
HH002983_PP1,HH002983,client_1,ltc,96.57,141242.27,2036-12-04
HH002984_PP1,HH002984,client_1,disability,179.5,277619.79,2047-12-19
HH002986_PP1,HH002986,client_1,ltc,202.25,222706.7,2051-06-11
HH002987_PP1,HH002987,client_1,ltc,243.43,966962.47,2054-05-04
HH002989_PP1,HH002989,client_1,disability,590.67,1378409.26,2055-02-18
HH002990_PP1,HH002990,client_1,disability,511.87,471517.62,2056-06-26
HH002991_PP1,HH002991,client_1,life,174.83,228374.36,2057-03-15
HH002992_PP1,HH002992,client_1,disability,281.95,1209218.33,2050-09-20
HH002993_PP1,HH002993,client_1,ltc,200.07,473482.16,2050-06-17
HH002994_PP1,HH002994,client_1,life,449.55,455224.32,2046-09-27
HH002996_PP1,HH002996,client_1,disability,234.89,1423272.38,2052-11-15
HH002997_PP1,HH002997,client_1,ltc,135.76,487242.94,2040-02-16
HH003000_PP1,HH003000,client_1,ltc,664.67,962830.38,2033-06-23
HH003001_PP1,HH003001,client_1,ltc,111.3,507018.11,2060-10-24
HH003002_PP1,HH003002,client_1,life,73.33,403460.42,2049-04-16
HH003005_PP1,HH003005,client_1,life,267.0,441686.52,2052-04-30
HH003006_PP1,HH003006,client_1,disability,400.07,366770.91,2042-01-28
HH003010_PP1,HH003010,client_1,disability,1212.34,4465521.07,2053-04-10
HH003011_PP1,HH003011,client_1,ltc,40.88,144357.65,2055-12-20
HH003012_PP1,HH003012,client_1,disability,264.81,328796.31,2043-06-07
HH003013_PP1,HH003013,client_1,disability,639.25,881298.56,2044-06-07
HH003014_PP1,HH003014,client_1,ltc,2162.47,2050058.79,2056-10-21
HH003015_PP1,HH003015,client_1,disability,787.85,719884.73,2041-03-20
HH003019_PP1,HH003019,client_1,disability,283.6,1453173.52,2032-07-14
HH003020_PP1,HH003020,client_1,ltc,493.42,630205.45,2055-11-25
HH003022_PP1,HH003022,client_1,ltc,124.18,176525.93,2046-08-20
HH003023_PP1,HH003023,client_1,ltc,246.98,298838.51,2042-02-24
HH003024_PP1,HH003024,client_1,disability,733.9,1090081.69,2047-01-27
HH003026_PP1,HH003026,client_1,ltc,5047.14,6307942.71,2054-03-17
HH003027_PP1,HH003027,client_1,life,116.52,151433.74,2051-12-08
HH003029_PP1,HH003029,client_1,disability,242.75,589254.52,2045-04-17
HH003030_PP1,HH003030,client_1,life,686.53,756253.2,2057-08-01
HH003032_PP1,HH003032,client_1,ltc,648.0,701461.63,2054-05-25
HH003034_PP1,HH003034,client_1,ltc,64.79,242322.96,2044-06-04
HH003036_PP1,HH003036,client_1,life,640.69,2891907.18,2047-09-12
HH003037_PP1,HH003037,client_1,ltc,586.05,891384.55,2042-05-31
HH003038_PP1,HH003038,client_1,life,464.65,437692.69,2057-12-03
HH003039_PP1,HH003039,client_1,life,1290.78,1355764.77,2044-07-22
HH003040_PP1,HH003040,client_1,disability,423.29,552158.68,2043-02-07
HH003043_PP1,HH003043,client_1,life,29.61,74502.21,2032-03-21
HH003045_PP1,HH003045,client_1,life,113.65,248921.92,2036-12-24
HH003046_PP1,HH003046,client_1,life,371.56,340501.03,2052-07-03
HH003047_PP1,HH003047,client_1,life,227.07,677998.21,2047-12-20
HH003048_PP1,HH003048,client_1,life,134.87,585890.74,2039-08-19
HH003050_PP1,HH003050,client_1,ltc,207.69,330545.87,2042-09-25
HH003051_PP1,HH003051,client_1,life,362.61,433638.89,2037-03-26
HH003052_PP1,HH003052,client_1,disability,104.37,223451.27,2038-10-26
HH003053_PP1,HH003053,client_1,disability,1363.66,2380686.91,2037-07-20
HH003056_PP1,HH003056,client_1,life,50.48,188965.9,2047-03-18
HH003057_PP1,HH003057,client_1,life,207.88,253191.24,2047-10-30
HH003059_PP1,HH003059,client_1,ltc,356.69,324659.77,2054-12-02
HH003064_PP1,HH003064,client_1,life,180.56,218128.98,2040-04-02
HH003066_PP1,HH003066,client_1,life,226.04,318720.69,2035-01-26
HH003067_PP1,HH003067,client_1,life,346.92,927851.54,2051-11-04
HH003071_PP1,HH003071,client_1,ltc,247.53,551081.85,2046-05-15
HH003072_PP1,HH003072,client_1,life,841.09,936246.92,2048-10-23
HH003074_PP1,HH003074,client_1,life,1444.16,1358500.42,2054-10-12
HH003075_PP1,HH003075,client_1,ltc,78.91,327927.77,2060-04-03
HH003076_PP1,HH003076,client_1,life,262.44,264753.5,2056-01-14
HH003077_PP1,HH003077,client_1,life,456.7,680523.75,2059-06-30
HH003079_PP1,HH003079,client_1,disability,868.18,1186104.34,2033-10-16
HH003081_PP1,HH003081,client_1,ltc,172.86,866982.06,2042-05-22
HH003083_PP1,HH003083,client_1,disability,256.36,564746.86,2044-05-25
HH003084_PP1,HH003084,client_1,disability,1117.73,1058253.06,2036-07-06
HH003085_PP1,HH003085,client_1,ltc,91.16,480195.56,2056-01-02
HH003087_PP1,HH003087,client_1,ltc,283.9,303996.94,2053-07-22
HH003091_PP1,HH003091,client_1,ltc,410.92,1675963.51,2060-06-02
HH003092_PP1,HH003092,client_1,ltc,346.13,1643947.51,2040-10-08
HH003093_PP1,HH003093,client_1,ltc,109.45,458171.91,2031-06-28
HH003094_PP1,HH003094,client_1,life,193.52,196381.57,2043-07-30
HH003096_PP1,HH003096,client_1,ltc,70.27,200486.42,2042-09-20
HH003098_PP1,HH003098,client_1,life,263.25,691449.63,2058-06-28
HH003102_PP1,HH003102,client_1,disability,103.05,257518.39,2056-01-26
HH003103_PP1,HH003103,client_1,ltc,461.19,745700.6,2050-10-19
HH003106_PP1,HH003106,client_1,ltc,676.16,821589.07,2040-02-29
HH003107_PP1,HH003107,client_1,ltc,87.81,292086.28,2042-07-26
HH003109_PP1,HH003109,client_1,life,390.06,486295.02,2036-05-23
HH003111_PP1,HH003111,client_1,life,2054.43,2740124.0,2057-05-29
HH003112_PP1,HH003112,client_1,disability,902.77,1025613.32,2038-11-06
HH003115_PP1,HH003115,client_1,disability,45.81,159494.22,2048-07-10
HH003116_PP1,HH003116,client_1,disability,662.83,641342.44,2045-01-14
HH003117_PP1,HH003117,client_1,life,124.21,166691.41,2045-02-02
HH003119_PP1,HH003119,client_1,disability,420.08,603106.86,2044-05-16
HH003120_PP1,HH003120,client_1,life,762.48,894516.95,2040-12-05
HH003124_PP1,HH003124,client_1,life,98.7,184759.65,2048-12-10
HH003125_PP1,HH003125,client_1,disability,295.23,400038.9,2033-12-22
