asset_id,household_id,owner,asset_type,subtype,provider_type,value,is_joint
HH003044_A3,HH003044,client_1,cash,bank,bank,21065.65,False
HH003044_A4,HH003044,client_2,property,primary_residence,insurance,300000.0,False
HH003045_A1,HH003045,joint,brokerage,taxable,retirement_platform,570246.36,True
HH003045_A2,HH003045,client_1,retirement,401k_ira,bank,307521.36,False
HH003045_A3,HH003045,client_2,cash,bank,brokerage,159186.89,False
HH003045_A4,HH003045,client_1,alternatives,private_markets,insurance,3822.04,False
HH003045_A5,HH003045,joint,property,primary_residence,brokerage,451682.65,True
HH003046_A1,HH003046,joint,brokerage,taxable,insurance,672010.05,True
HH003046_A2,HH003046,client_1,retirement,401k_ira,retirement_platform,126195.64,False
HH003046_A3,HH003046,client_1,cash,bank,retirement_platform,114470.14,False
HH003046_A4,HH003046,client_1,alternatives,private_markets,advisor_platform,87324.17,False
HH003046_A5,HH003046,joint,property,primary_residence,insurance,506130.38,True
HH003047_A1,HH003047,joint,brokerage,taxable,bank,386850.07,True
HH003047_A2,HH003047,client_1,retirement,401k_ira,bank,216776.47,False
HH003047_A3,HH003047,joint,cash,bank,retirement_platform,118961.69,True
HH003047_A4,HH003047,client_1,property,primary_residence,advisor_platform,808368.77,False
HH003048_A1,HH003048,joint,brokerage,taxable,insurance,236055.82,True
HH003048_A2,HH003048,client_1,retirement,401k_ira,advisor_platform,72010.7,False
HH003048_A3,HH003048,joint,cash,bank,retirement_platform,25270.42,True
HH003048_A4,HH003048,client_1,property,primary_residence,advisor_platform,300000.0,False
HH003049_A1,HH003049,joint,brokerage,taxable,advisor_platform,129059.37,True
HH003049_A2,HH003049,client_1,retirement,401k_ira,bank,88870.02,False
HH003049_A3,HH003049,joint,cash,bank,retirement_platform,23593.34,True
HH003049_A4,HH003049,client_1,alternatives,private_markets,brokerage,8477.27,False
HH003049_A5,HH003049,client_2,property,primary_residence,retirement_platform,207917.22,False
HH003050_A1,HH003050,joint,brokerage,taxable,brokerage,1418210.66,True
HH003050_A2,HH003050,client_2,retirement,401k_ira,bank,663000.01,False
HH003050_A3,HH003050,joint,cash,bank,insurance,203357.14,True
HH003050_A4,HH003050,client_1,alternatives,private_markets,insurance,232548.67,False
HH003050_A5,HH003050,joint,property,primary_residence,insurance,1844197.42,True
HH003051_A1,HH003051,client_1,brokerage,taxable,retirement_platform,4228247.98,False
HH003051_A2,HH003051,client_1,retirement,401k_ira,retirement_platform,1924963.19,False
HH003051_A3,HH003051,joint,cash,bank,bank,880438.05,True
HH003051_A4,HH003051,client_1,alternatives,private_markets,advisor_platform,660048.39,False
HH003051_A5,HH003051,joint,property,primary_residence,bank,3216624.96,True
HH003052_A1,HH003052,client_2,brokerage,taxable,brokerage,2787711.53,False
HH003052_A2,HH003052,client_2,retirement,401k_ira,advisor_platform,526240.78,False
HH003052_A3,HH003052,client_1,cash,bank,retirement_platform,516192.22,False
HH003052_A4,HH003052,client_2,alternatives,private_markets,retirement_platform,542626.95,False
HH003052_A5,HH003052,client_2,property,primary_residence,retirement_platform,2543824.79,False
HH003053_A1,HH003053,client_1,brokerage,taxable,brokerage,487874.43,False
HH003053_A2,HH003053,client_1,retirement,401k_ira,retirement_platform,126080.59,False
HH003053_A3,HH003053,joint,cash,bank,brokerage,53656.06,True
HH003053_A4,HH003053,client_1,alternatives,private_markets,advisor_platform,2368.34,False
HH003053_A5,HH003053,client_2,property,primary_residence,insurance,581658.21,False
HH003054_A1,HH003054,client_1,brokerage,taxable,bank,2093065.72,False
HH003054_A2,HH003054,client_1,retirement,401k_ira,brokerage,1274749.67,False
HH003054_A3,HH003054,client_1,cash,bank,retirement_platform,420764.25,False
HH003054_A4,HH003054,client_1,alternatives,private_markets,insurance,644372.44,False
HH003054_A5,HH003054,joint,property,primary_residence,insurance,1003837.21,True
HH003055_A1,HH003055,client_1,brokerage,taxable,bank,2669696.14,False
HH003055_A2,HH003055,client_2,retirement,401k_ira,brokerage,515529.77,False
HH003055_A3,HH003055,client_2,cash,bank,brokerage,161133.02,False
HH003055_A4,HH003055,client_2,alternatives,private_markets,advisor_platform,116561.41,False
HH003055_A5,HH003055,client_1,property,primary_residence,brokerage,1127467.23,False
HH003056_A1,HH003056,joint,brokerage,taxable,insurance,2891090.66,True
HH003056_A2,HH003056,client_1,retirement,401k_ira,retirement_platform,1239313.48,False
HH003056_A3,HH003056,client_1,cash,bank,bank,276222.76,False
HH003056_A4,HH003056,client_1,alternatives,private_markets,advisor_platform,209026.44,False
HH003056_A5,HH003056,client_2,property,primary_residence,advisor_platform,2392724.38,False
HH003057_A1,HH003057,client_1,brokerage,taxable,brokerage,190276.65,False
HH003057_A2,HH003057,client_1,retirement,401k_ira,bank,140334.6,False
HH003057_A3,HH003057,client_1,cash,bank,bank,49891.8,False
HH003057_A4,HH003057,client_1,alternatives,private_markets,brokerage,17640.54,False
HH003057_A5,HH003057,client_1,property,primary_residence,advisor_platform,285229.13,False
HH003058_A1,HH003058,client_1,brokerage,taxable,bank,430978.28,False
HH003058_A2,HH003058,client_2,retirement,401k_ira,brokerage,252742.94,False
HH003058_A3,HH003058,client_2,cash,bank,advisor_platform,88098.28,False
HH003058_A4,HH003058,client_1,alternatives,private_markets,advisor_platform,15006.41,False
HH003058_A5,HH003058,client_1,property,primary_residence,advisor_platform,350000.0,False
HH003059_A1,HH003059,client_2,brokerage,taxable,bank,310568.89,False
HH003059_A2,HH003059,client_1,retirement,401k_ira,bank,171573.02,False
HH003059_A3,HH003059,joint,cash,bank,bank,36617.15,True
HH003059_A4,HH003059,client_1,alternatives,private_markets,brokerage,11708.01,False
HH003059_A5,HH003059,joint,property,primary_residence,bank,496821.58,True
HH003060_A1,HH003060,client_1,brokerage,taxable,advisor_platform,444940.04,False
HH003060_A2,HH003060,client_1,retirement,401k_ira,brokerage,222831.01,False
HH003060_A3,HH003060,client_1,cash,bank,retirement_platform,45429.38,False
HH003060_A4,HH003060,client_1,alternatives,private_markets,retirement_platform,33073.83,False
HH003060_A5,HH003060,client_1,property,primary_residence,insurance,362993.0,False
HH003061_A1,HH003061,client_1,brokerage,taxable,bank,366817.77,False
HH003061_A2,HH003061,client_2,retirement,401k_ira,advisor_platform,237971.21,False
HH003061_A3,HH003061,client_2,cash,bank,retirement_platform,96430.17,False
HH003061_A4,HH003061,client_1,alternatives,private_markets,retirement_platform,22476.56,False
HH003061_A5,HH003061,joint,property,primary_residence,brokerage,571046.01,True
HH003062_A1,HH003062,joint,brokerage,taxable,retirement_platform,322557.42,True
HH003062_A2,HH003062,client_2,retirement,401k_ira,retirement_platform,284038.37,False
HH003062_A3,HH003062,client_2,cash,bank,advisor_platform,116533.7,False
HH003062_A4,HH003062,client_1,alternatives,private_markets,retirement_platform,21448.89,False
HH003062_A5,HH003062,joint,property,primary_residence,insurance,325570.63,True
HH003063_A1,HH003063,client_1,brokerage,taxable,retirement_platform,510034.23,False
HH003063_A2,HH003063,client_1,retirement,401k_ira,advisor_platform,422927.0,False
HH003063_A3,HH003063,client_1,cash,bank,bank,166961.36,False
HH003063_A4,HH003063,client_1,alternatives,private_markets,bank,40117.72,False
HH003063_A5,HH003063,joint,property,primary_residence,advisor_platform,690003.52,True
HH003064_A1,HH003064,joint,brokerage,taxable,advisor_platform,154359.55,True
HH003064_A2,HH003064,client_1,retirement,401k_ira,brokerage,85404.15,False
HH003064_A3,HH003064,joint,cash,bank,insurance,30297.76,True
HH003064_A4,HH003064,client_2,alternatives,private_markets,brokerage,10726.83,False
HH003064_A5,HH003064,client_1,property,primary_residence,insurance,124945.45,False
HH003065_A1,HH003065,joint,brokerage,taxable,bank,334122.69,True
HH003065_A2,HH003065,client_1,retirement,401k_ira,bank,257057.36,False
HH003065_A3,HH003065,client_1,cash,bank,retirement_platform,99252.25,False
HH003065_A4,HH003065,client_2,alternatives,private_markets,bank,6582.66,False
HH003065_A5,HH003065,joint,property,primary_residence,brokerage,831794.27,True
HH003066_A1,HH003066,client_1,brokerage,taxable,insurance,170419.53,False
HH003066_A2,HH003066,client_1,retirement,401k_ira,brokerage,54189.38,False
HH003066_A3,HH003066,joint,cash,bank,advisor_platform,25391.09,True
HH003066_A4,HH003066,joint,property,primary_residence,insurance,300000.0,True
HH003067_A1,HH003067,client_2,brokerage,taxable,insurance,655968.3,False
HH003067_A2,HH003067,client_1,retirement,401k_ira,bank,205847.69,False
HH003067_A3,HH003067,client_2,cash,bank,advisor_platform,76107.77,False
HH003067_A4,HH003067,client_1,alternatives,private_markets,advisor_platform,20882.28,False
HH003067_A5,HH003067,client_1,property,primary_residence,insurance,553449.44,False
HH003068_A1,HH003068,client_1,brokerage,taxable,bank,654398.51,False
HH003068_A2,HH003068,client_1,retirement,401k_ira,retirement_platform,205684.48,False
HH003068_A3,HH003068,client_1,cash,bank,brokerage,105030.76,False
HH003068_A4,HH003068,client_1,alternatives,private_markets,brokerage,14402.93,False
HH003068_A5,HH003068,client_1,property,primary_residence,bank,465048.84,False
HH003069_A1,HH003069,client_1,brokerage,taxable,bank,363870.56,False
HH003069_A2,HH003069,client_1,retirement,401k_ira,insurance,161358.14,False
HH003069_A3,HH003069,client_1,cash,bank,advisor_platform,68823.51,False
HH003069_A4,HH003069,client_1,alternatives,private_markets,insurance,2835.68,False
HH003069_A5,HH003069,client_1,property,primary_residence,retirement_platform,372796.43,False
HH003070_A1,HH003070,client_1,brokerage,taxable,bank,731041.32,False
HH003070_A2,HH003070,client_1,retirement,401k_ira,insurance,198707.96,False
HH003070_A3,HH003070,client_1,cash,bank,retirement_platform,74525.71,False
HH003070_A4,HH003070,client_2,property,primary_residence,bank,694405.05,False
HH003071_A1,HH003071,client_1,brokerage,taxable,insurance,121511.37,False
HH003071_A2,HH003071,client_1,retirement,401k_ira,retirement_platform,134483.64,False
HH003071_A3,HH003071,client_1,cash,bank,retirement_platform,55489.92,False
HH003071_A4,HH003071,client_1,alternatives,private_markets,insurance,2354.2,False
HH003071_A5,HH003071,joint,property,primary_residence,retirement_platform,187930.36,True
HH003072_A1,HH003072,joint,brokerage,taxable,insurance,197385.25,True
HH003072_A2,HH003072,client_1,retirement,401k_ira,advisor_platform,90338.3,False
HH003072_A3,HH003072,client_2,cash,bank,brokerage,35736.46,False
HH003072_A4,HH003072,client_2,property,primary_residence,brokerage,381246.78,False
HH003073_A1,HH003073,joint,brokerage,taxable,brokerage,244946.09,True
HH003073_A2,HH003073,client_2,retirement,401k_ira,bank,71464.27,False
HH003073_A3,HH003073,client_1,cash,bank,bank,54575.91,False
HH003073_A4,HH003073,client_1,alternatives,private_markets,bank,17394.73,False
HH003073_A5,HH003073,client_2,property,primary_residence,advisor_platform,386267.34,False
HH003074_A1,HH003074,joint,brokerage,taxable,insurance,171934.82,True
HH003074_A2,HH003074,client_1,retirement,401k_ira,advisor_platform,127353.33,False
HH003074_A3,HH003074,joint,cash,bank,bank,48063.37,True
HH003074_A4,HH003074,client_1,alternatives,private_markets,advisor_platform,12980.07,False
HH003074_A5,HH003074,client_1,property,primary_residence,bank,399225.34,False
HH003075_A1,HH003075,client_1,brokerage,taxable,brokerage,1356678.82,False
HH003075_A2,HH003075,client_1,retirement,401k_ira,bank,328182.32,False
HH003075_A3,HH003075,client_1,cash,bank,retirement_platform,239905.61,False
HH003075_A4,HH003075,client_1,alternatives,private_markets,brokerage,202331.44,False
HH003075_A5,HH003075,client_1,property,primary_residence,retirement_platform,793810.14,False
HH003076_A1,HH003076,client_1,brokerage,taxable,brokerage,307790.81,False
HH003076_A2,HH003076,client_1,retirement,401k_ira,brokerage,185308.52,False
HH003076_A3,HH003076,joint,cash,bank,insurance,91862.55,True
HH003076_A4,HH003076,client_1,alternatives,private_markets,bank,22003.32,False
HH003076_A5,HH003076,joint,property,primary_residence,bank,361890.49,True
HH003077_A1,HH003077,client_2,brokerage,taxable,bank,452135.16,False
HH003077_A2,HH003077,client_2,retirement,401k_ira,advisor_platform,129645.03,False
HH003077_A3,HH003077,joint,cash,bank,bank,97562.86,True
HH003077_A4,HH003077,client_1,alternatives,private_markets,advisor_platform,14032.57,False
HH003077_A5,HH003077,joint,property,primary_residence,bank,359724.06,True
HH003078_A1,HH003078,client_2,brokerage,taxable,brokerage,376706.92,False
HH003078_A2,HH003078,client_1,retirement,401k_ira,advisor_platform,268634.12,False
HH003078_A3,HH003078,client_1,cash,bank,insurance,111598.4,False
HH003078_A4,HH003078,client_1,alternatives,private_markets,insurance,1001.29,False
HH003078_A5,HH003078,joint,property,primary_residence,brokerage,634711.28,True
HH003079_A1,HH003079,client_1,brokerage,taxable,brokerage,201103.79,False
HH003079_A2,HH003079,client_1,retirement,401k_ira,bank,93973.24,False
HH003079_A3,HH003079,client_1,cash,bank,bank,25783.19,False
HH003079_A4,HH003079,client_1,alternatives,private_markets,advisor_platform,7363.56,False
HH003079_A5,HH003079,client_1,property,primary_residence,insurance,331308.56,False
HH003080_A1,HH003080,joint,brokerage,taxable,retirement_platform,3945532.74,True
HH003080_A2,HH003080,client_1,retirement,401k_ira,retirement_platform,1643818.38,False
HH003080_A3,HH003080,client_1,cash,bank,retirement_platform,733255.85,False
HH003080_A4,HH003080,client_2,alternatives,private_markets,retirement_platform,222389.43,False
HH003080_A5,HH003080,joint,property,primary_residence,advisor_platform,1590800.09,True
HH003081_A1,HH003081,client_2,brokerage,taxable,bank,178268.69,False
HH003081_A2,HH003081,client_1,retirement,401k_ira,brokerage,59796.73,False
HH003081_A3,HH003081,client_1,cash,bank,advisor_platform,46840.9,False
HH003081_A4,HH003081,joint,property,primary_residence,insurance,300000.0,True
HH003082_A1,HH003082,joint,brokerage,taxable,retirement_platform,3672315.04,True
HH003082_A2,HH003082,client_1,retirement,401k_ira,insurance,920965.35,False
HH003082_A3,HH003082,joint,cash,bank,advisor_platform,265716.65,True
HH003082_A4,HH003082,client_1,alternatives,private_markets,advisor_platform,264214.03,False
HH003082_A5,HH003082,joint,property,primary_residence,bank,4750519.6,True
HH003083_A1,HH003083,client_1,brokerage,taxable,bank,198435.67,False
HH003083_A2,HH003083,client_1,retirement,401k_ira,retirement_platform,141037.13,False
HH003083_A3,HH003083,client_1,cash,bank,insurance,71633.79,False
HH003083_A4,HH003083,client_1,alternatives,private_markets,advisor_platform,10703.17,False
HH003083_A5,HH003083,joint,property,primary_residence,brokerage,200224.44,True
HH003084_A1,HH003084,client_1,brokerage,taxable,brokerage,2712362.09,False
HH003084_A2,HH003084,client_1,retirement,401k_ira,retirement_platform,1013721.71,False
HH003084_A3,HH003084,client_1,cash,bank,bank,183975.14,False
HH003084_A4,HH003084,client_1,alternatives,private_markets,advisor_platform,243405.67,False
HH003084_A5,HH003084,client_1,property,primary_residence,brokerage,833373.85,False
HH003085_A1,HH003085,joint,brokerage,taxable,insurance,278855.78,True
HH003085_A2,HH003085,client_1,retirement,401k_ira,retirement_platform,109583.93,False
HH003085_A3,HH003085,client_1,cash,bank,advisor_platform,33022.41,False
HH003085_A4,HH003085,client_2,alternatives,private_markets,advisor_platform,12558.22,False
HH003085_A5,HH003085,joint,property,primary_residence,insurance,192493.74,True
HH003086_A1,HH003086,joint,brokerage,taxable,retirement_platform,11540673.89,True
HH003086_A2,HH003086,client_1,retirement,401k_ira,bank,5796849.45,False
HH003086_A3,HH003086,client_1,cash,bank,bank,1623969.85,False
HH003086_A4,HH003086,client_2,alternatives,private_markets,advisor_platform,1548342.88,False
HH003086_A5,HH003086,joint,property,primary_residence,advisor_platform,6201356.87,True
HH003087_A1,HH003087,client_1,brokerage,taxable,retirement_platform,136629.11,False
HH003087_A2,HH003087,client_2,retirement,401k_ira,bank,64732.68,False
HH003087_A3,HH003087,joint,cash,bank,bank,36549.53,True
HH003087_A4,HH003087,client_1,alternatives,private_markets,retirement_platform,12088.67,False
HH003087_A5,HH003087,client_1,property,primary_residence,insurance,198174.17,False
HH003088_A1,HH003088,joint,brokerage,taxable,advisor_platform,150866.74,True
HH003088_A2,HH003088,client_1,retirement,401k_ira,insurance,54703.06,False
HH003088_A3,HH003088,client_2,cash,bank,bank,39704.73,False
HH003088_A4,HH003088,client_2,alternatives,private_markets,brokerage,4725.47,False
HH003088_A5,HH003088,joint,property,primary_residence,brokerage,350000.0,True
HH003089_A1,HH003089,joint,brokerage,taxable,retirement_platform,511580.33,True
HH003089_A2,HH003089,client_1,retirement,401k_ira,retirement_platform,400139.85,False
HH003089_A3,HH003089,joint,cash,bank,advisor_platform,116922.52,True
HH003089_A4,HH003089,client_2,alternatives,private_markets,insurance,41599.22,False
HH003089_A5,HH003089,client_1,property,primary_residence,bank,985162.83,False
HH003090_A1,HH003090,client_1,brokerage,taxable,retirement_platform,275909.12,False
HH003090_A2,HH003090,client_2,retirement,401k_ira,insurance,172678.98,False
HH003090_A3,HH003090,client_2,cash,bank,brokerage,33453.76,False
HH003090_A4,HH003090,client_1,alternatives,private_markets,advisor_platform,19229.83,False
HH003090_A5,HH003090,client_1,property,primary_residence,retirement_platform,304500.44,False
HH003091_A1,HH003091,joint,brokerage,taxable,advisor_platform,1721427.32,True
HH003091_A2,HH003091,client_2,retirement,401k_ira,advisor_platform,449611.94,False
HH003091_A3,HH003091,joint,cash,bank,brokerage,132754.71,True
HH003091_A4,HH003091,client_1,alternatives,private_markets,retirement_platform,502912.18,False
HH003091_A5,HH003091,client_2,property,primary_residence,brokerage,901553.62,False
HH003092_A1,HH003092,client_1,brokerage,taxable,advisor_platform,219046.01,False
HH003092_A2,HH003092,client_1,retirement,401k_ira,insurance,94006.13,False
HH003092_A3,HH003092,client_1,cash,bank,retirement_platform,45403.67,False
HH003092_A4,HH003092,client_1,alternatives,private_markets,retirement_platform,17767.26,False
HH003092_A5,HH003092,client_1,property,primary_residence,brokerage,374404.78,False
HH003093_A1,HH003093,client_1,brokerage,taxable,advisor_platform,117371.09,False
HH003093_A2,HH003093,client_1,retirement,401k_ira,bank,90347.02,False
HH003093_A3,HH003093,client_1,cash,bank,retirement_platform,33336.63,False
HH003093_A4,HH003093,client_1,alternatives,private_markets,retirement_platform,8945.26,False
HH003093_A5,HH003093,client_1,property,primary_residence,retirement_platform,350000.0,False
HH003094_A1,HH003094,client_1,brokerage,taxable,insurance,141709.63,False
HH003094_A2,HH003094,client_1,retirement,401k_ira,brokerage,82307.99,False
HH003094_A3,HH003094,client_2,cash,bank,bank,16685.85,False
HH003094_A4,HH003094,client_1,alternatives,private_markets,insurance,9296.53,False
HH003094_A5,HH003094,client_2,property,primary_residence,brokerage,350000.0,False
HH003095_A1,HH003095,client_1,brokerage,taxable,insurance,248020.69,False
HH003095_A2,HH003095,client_1,retirement,401k_ira,retirement_platform,164249.94,False
HH003095_A3,HH003095,joint,cash,bank,brokerage,29728.02,True
HH003095_A4,HH003095,client_2,alternatives,private_markets,brokerage,17609.66,False
HH003095_A5,HH003095,client_1,property,primary_residence,brokerage,485890.23,False
HH003096_A1,HH003096,client_1,brokerage,taxable,brokerage,374993.44,False
HH003096_A2,HH003096,client_1,retirement,401k_ira,advisor_platform,209516.75,False
HH003096_A3,HH003096,client_1,cash,bank,advisor_platform,85359.15,False
HH003096_A4,HH003096,client_1,alternatives,private_markets,retirement_platform,14454.9,False
HH003096_A5,HH003096,joint,property,primary_residence,retirement_platform,443436.01,True
HH003097_A1,HH003097,joint,brokerage,taxable,bank,572642.17,True
HH003097_A2,HH003097,client_1,retirement,401k_ira,brokerage,228184.38,False
HH003097_A3,HH003097,joint,cash,bank,bank,92912.38,True
HH003097_A4,HH003097,joint,property,primary_residence,bank,455270.24,True
HH003098_A1,HH003098,joint,brokerage,taxable,bank,268918.75,True
HH003098_A2,HH003098,client_1,retirement,401k_ira,advisor_platform,118266.99,False
HH003098_A3,HH003098,joint,cash,bank,retirement_platform,41258.71,True
HH003098_A4,HH003098,client_1,alternatives,private_markets,insurance,1204.07,False
HH003098_A5,HH003098,joint,property,primary_residence,brokerage,243883.11,True
HH003099_A1,HH003099,client_1,brokerage,taxable,bank,401172.73,False
HH003099_A2,HH003099,client_2,retirement,401k_ira,insurance,158877.13,False
HH003099_A3,HH003099,client_1,cash,bank,bank,57050.31,False
HH003099_A4,HH003099,client_2,alternatives,private_markets,bank,18815.58,False
HH003099_A5,HH003099,client_1,property,primary_residence,advisor_platform,304224.2,False
HH003100_A1,HH003100,client_2,brokerage,taxable,bank,428105.51,False
HH003100_A2,HH003100,client_1,retirement,401k_ira,retirement_platform,196043.11,False
HH003100_A3,HH003100,client_2,cash,bank,advisor_platform,104958.48,False
HH003100_A4,HH003100,joint,property,primary_residence,retirement_platform,526023.87,True
HH003101_A1,HH003101,joint,brokerage,taxable,advisor_platform,476233.13,True
HH003101_A2,HH003101,client_2,retirement,401k_ira,brokerage,172190.48,False
HH003101_A3,HH003101,client_1,cash,bank,bank,116389.4,False
HH003101_A4,HH003101,joint,property,primary_residence,brokerage,609093.29,True
HH003102_A1,HH003102,joint,brokerage,taxable,bank,354252.37,True
HH003102_A2,HH003102,client_1,retirement,401k_ira,brokerage,155307.78,False
HH003102_A3,HH003102,client_1,cash,bank,retirement_platform,56965.77,False
HH003102_A4,HH003102,client_1,property,primary_residence,brokerage,373833.76,False
HH003103_A1,HH003103,client_1,brokerage,taxable,bank,144101.64,False
HH003103_A2,HH003103,client_1,retirement,401k_ira,advisor_platform,77054.54,False
HH003103_A3,HH003103,client_1,cash,bank,insurance,23334.87,False
HH003103_A4,HH003103,client_1,alternatives,private_markets,bank,5508.96,False
HH003103_A5,HH003103,client_1,property,primary_residence,bank,350000.0,False
HH003104_A1,HH003104,joint,brokerage,taxable,retirement_platform,2356576.26,True
HH003104_A2,HH003104,client_1,retirement,401k_ira,insurance,1207223.62,False
HH003104_A3,HH003104,client_1,cash,bank,insurance,423130.02,False
HH003104_A4,HH003104,client_1,alternatives,private_markets,insurance,693021.68,False
HH003104_A5,HH003104,client_2,property,primary_residence,advisor_platform,4827976.88,False
HH003105_A1,HH003105,client_1,brokerage,taxable,insurance,297387.29,False
HH003105_A2,HH003105,client_1,retirement,401k_ira,insurance,249562.43,False
HH003105_A3,HH003105,client_1,cash,bank,retirement_platform,101590.44,False
HH003105_A4,HH003105,client_1,alternatives,private_markets,insurance,29302.76,False
HH003105_A5,HH003105,client_1,property,primary_residence,insurance,475332.22,False
HH003106_A1,HH003106,client_2,brokerage,taxable,advisor_platform,619264.31,False
HH003106_A2,HH003106,client_1,retirement,401k_ira,bank,468228.33,False
HH003106_A3,HH003106,joint,cash,bank,brokerage,167203.73,True
HH003106_A4,HH003106,client_1,alternatives,private_markets,advisor_platform,25977.74,False
HH003106_A5,HH003106,client_2,property,primary_residence,insurance,578882.01,False
HH003107_A1,HH003107,client_1,brokerage,taxable,bank,1843629.46,False
HH003107_A2,HH003107,client_1,retirement,401k_ira,advisor_platform,408743.62,False
HH003107_A3,HH003107,client_1,cash,bank,retirement_platform,212767.1,False
HH003107_A4,HH003107,client_1,alternatives,private_markets,advisor_platform,534859.83,False
HH003107_A5,HH003107,client_1,property,primary_residence,brokerage,1092618.63,False
HH003108_A1,HH003108,joint,brokerage,taxable,bank,221310.09,True
HH003108_A2,HH003108,client_1,retirement,401k_ira,bank,158647.46,False
HH003108_A3,HH003108,client_1,cash,bank,advisor_platform,56039.46,False
HH003108_A4,HH003108,client_2,alternatives,private_markets,advisor_platform,15646.08,False
HH003108_A5,HH003108,joint,property,primary_residence,advisor_platform,322151.78,True
HH003109_A1,HH003109,client_2,brokerage,taxable,retirement_platform,117989.62,False
HH003109_A2,HH003109,client_1,retirement,401k_ira,insurance,93680.91,False
HH003109_A3,HH003109,client_1,cash,bank,bank,33886.92,False
HH003109_A4,HH003109,client_1,alternatives,private_markets,retirement_platform,4442.54,False
HH003109_A5,HH003109,joint,property,primary_residence,advisor_platform,350000.0,True
HH003110_A1,HH003110,client_1,brokerage,taxable,bank,845885.64,False
HH003110_A2,HH003110,client_1,retirement,401k_ira,retirement_platform,241055.57,False
HH003110_A3,HH003110,joint,cash,bank,brokerage,53336.09,True
HH003110_A4,HH003110,client_1,alternatives,private_markets,insurance,144363.85,False
HH003110_A5,HH003110,joint,property,primary_residence,retirement_platform,589617.9,True
HH003111_A1,HH003111,client_1,brokerage,taxable,retirement_platform,1960037.72,False
HH003111_A2,HH003111,client_1,retirement,401k_ira,advisor_platform,1710954.78,False
HH003111_A3,HH003111,joint,cash,bank,advisor_platform,229866.16,True
HH003111_A4,HH003111,client_1,alternatives,private_markets,brokerage,652172.56,False
HH003111_A5,HH003111,joint,property,primary_residence,bank,4641231.72,True
HH003112_A1,HH003112,client_1,brokerage,taxable,bank,423107.07,False
HH003112_A2,HH003112,client_1,retirement,401k_ira,bank,215617.56,False
HH003112_A3,HH003112,joint,cash,bank,insurance,97537.59,True
HH003112_A4,HH003112,client_1,alternatives,private_markets,insurance,12771.56,False
HH003112_A5,HH003112,client_1,property,primary_residence,insurance,365585.94,False
HH003113_A1,HH003113,joint,brokerage,taxable,insurance,170454.72,True
HH003113_A2,HH003113,client_2,retirement,401k_ira,insurance,65226.55,False
HH003113_A3,HH003113,joint,cash,bank,insurance,50325.24,True
HH003113_A4,HH003113,client_1,property,primary_residence,advisor_platform,300000.0,False
HH003114_A1,HH003114,joint,brokerage,taxable,insurance,306651.3,True
HH003114_A2,HH003114,client_1,retirement,401k_ira,brokerage,96350.21,False
HH003114_A3,HH003114,joint,cash,bank,retirement_platform,50929.99,True
HH003114_A4,HH003114,client_2,alternatives,private_markets,bank,10725.61,False
HH003114_A5,HH003114,joint,property,primary_residence,insurance,389914.31,True
HH003115_A1,HH003115,joint,brokerage,taxable,advisor_platform,502489.66,True
HH003115_A2,HH003115,client_1,retirement,401k_ira,bank,176320.11,False
HH003115_A3,HH003115,joint,cash,bank,brokerage,76830.68,True
HH003115_A4,HH003115,client_1,alternatives,private_markets,bank,10817.98,False
HH003115_A5,HH003115,client_2,property,primary_residence,bank,470117.13,False
HH003116_A1,HH003116,joint,brokerage,taxable,retirement_platform,833390.74,True
HH003116_A2,HH003116,client_1,retirement,401k_ira,retirement_platform,431937.92,False
HH003116_A3,HH003116,joint,cash,bank,insurance,89030.27,True
HH003116_A4,HH003116,client_1,alternatives,private_markets,advisor_platform,119088.78,False
HH003116_A5,HH003116,joint,property,primary_residence,retirement_platform,1802374.03,True
HH003117_A1,HH003117,client_2,brokerage,taxable,insurance,300502.68,False
HH003117_A2,HH003117,client_1,retirement,401k_ira,bank,87610.5,False
HH003117_A3,HH003117,joint,cash,bank,insurance,43845.18,True
HH003117_A4,HH003117,client_1,alternatives,private_markets,brokerage,9781.61,False
HH003117_A5,HH003117,client_2,property,primary_residence,insurance,368282.35,False
HH003118_A1,HH003118,client_1,brokerage,taxable,retirement_platform,896499.6,False
HH003118_A2,HH003118,client_1,retirement,401k_ira,retirement_platform,282848.47,False
HH003118_A3,HH003118,joint,cash,bank,insurance,137331.29,True
HH003118_A4,HH003118,client_1,alternatives,private_markets,retirement_platform,34852.65,False
HH003118_A5,HH003118,joint,property,primary_residence,brokerage,1211156.86,True
HH003119_A1,HH003119,client_1,brokerage,taxable,insurance,1291749.56,False
HH003119_A2,HH003119,client_1,retirement,401k_ira,bank,609599.92,False
HH003119_A3,HH003119,client_2,cash,bank,brokerage,121320.12,False
HH003119_A4,HH003119,client_1,alternatives,private_markets,bank,92096.97,False
HH003119_A5,HH003119,joint,property,primary_residence,retirement_platform,1147301.84,True
HH003120_A1,HH003120,joint,brokerage,taxable,insurance,676098.53,True
HH003120_A2,HH003120,client_2,retirement,401k_ira,bank,320640.84,False
HH003120_A3,HH003120,joint,cash,bank,retirement_platform,63864.62,True
HH003120_A4,HH003120,client_1,alternatives,private_markets,insurance,37862.6,False
HH003120_A5,HH003120,client_1,property,primary_residence,insurance,594951.65,False
HH003121_A1,HH003121,joint,brokerage,taxable,insurance,350838.79,True
