household_id,scenario,country,market,marital_status,residence_state,move_in_date,num_adults,num_dependants,youngest_child_dob,oldest_child_dob,annual_household_gross_income,monthly_expenses_total,expense_to_income_ratio,annual_alimony_paid,has_mortgage_or_loan,loan_outstanding_total,monthly_debt_cost_total,monthly_mortgage_payment_total,monthly_non_mortgage_payment_total,mortgage_payment_to_income_ratio,property_value_total,investable_assets_total,retirement_assets_total,cash_and_cashlike_total,alternatives_total,net_worth_proxy,risk_tolerance,investment_objectives,tax_bracket_band,client_segment
HH005423,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,FL,2009-12-05,2,1,2024-01-24,2024-01-24,192678.83,15124.59,0.942,0.0,True,284453.6,5268.58,5268.58,0.0,0.3281,702001.09,681805.55,135693.5,54823.61,70569.1,1119281.68,growth,retirement|tax_optimization,35%,affluent_ria_like
HH005424,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,Other,2008-01-23,2,2,2021-06-04,2016-08-06,163208.0,12920.63,0.95,0.0,True,145629.34,4651.89,4651.89,0.0,0.342,278497.69,474455.09,160973.78,69268.35,43063.06,636572.36,conservative,capital_preservation|education,24%,affluent_ria_like
HH005425,self_employed_business_owner,US,US_RIA,married_or_civil_partner,Other,2009-02-11,2,3,2019-11-30,2005-11-14,164559.42,7708.9,0.5621,0.0,False,0.0,0.0,0.0,0.0,0.0,138008.03,651048.05,122623.14,57315.23,9805.64,798415.52,aggressive,education|income|tax_optimization,37%,affluent_ria_like
HH005426,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,CA,2001-05-31,2,0,,,163208.0,6567.38,0.4829,0.0,False,0.0,0.0,0.0,0.0,0.0,353022.65,645411.3,139620.51,72425.9,20507.2,1045485.59,conservative,education,37%,affluent_ria_like
HH005427,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,TX,2010-02-27,2,0,,,266844.71,13438.87,0.6043,0.0,True,280610.94,3409.89,3409.89,0.0,0.1533,520440.03,1320762.35,285841.67,118933.35,86040.73,1631695.72,moderate,capital_preservation|education|tax_optimization,35%,affluent_ria_like
HH005428,retired_couple_high_assets_low_income,US,US_RIA,married_or_civil_partner,Other,2024-07-01,2,0,,,163208.0,7247.86,0.5329,0.0,True,104370.49,1695.07,1695.07,0.0,0.1246,340245.97,506331.77,154318.64,75511.98,78506.38,744457.17,moderate,income,37%,affluent_ria_like
HH005429,young_dual_income_low_assets,US,US_RIA,married_or_civil_partner,CA,2019-09-07,2,0,,,177341.76,7414.61,0.5017,0.0,False,0.0,0.0,0.0,0.0,0.0,281474.58,278293.46,46631.97,22675.58,0.0,574591.88,growth,income|tax_optimization,35%,affluent_ria_like
HH005430,self_employed_business_owner,US,US_RIA,married_or_civil_partner,Other,2017-02-10,2,0,,,191145.29,8441.27,0.5299,0.0,False,0.0,0.0,0.0,0.0,0.0,614133.11,842603.2,247370.48,131214.57,7580.04,1468489.91,moderate,estate_planning|income,32%,affluent_ria_like
HH005431,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,NY,2013-01-11,2,0,,,163208.0,10113.1,0.7436,0.0,True,162321.58,3336.95,2852.55,484.4,0.2097,276445.84,615198.86,120236.08,94373.26,79370.99,753080.45,conservative,estate_planning|tax_optimization|wealth_growth,24%,affluent_ria_like
HH005432,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,Other,2003-05-02,2,0,,,252450.02,17384.33,0.8263,0.0,True,250130.25,7203.24,7203.24,0.0,0.3424,336816.56,548012.28,174655.49,50369.02,91365.35,665955.68,conservative,estate_planning,37%,affluent_ria_like
HH005433,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,Other,2015-02-15,2,0,,,217216.41,9220.91,0.5094,0.0,True,1178.4,185.81,0.0,185.81,0.0,731299.07,1015300.0,242211.35,123921.43,76465.54,1765272.06,conservative,capital_preservation|education,35%,affluent_ria_like
HH005434,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,MA,2021-12-27,2,0,,,172420.33,9991.31,0.6954,0.0,True,165240.1,4396.72,4396.72,0.0,0.306,224932.35,566026.9,138741.68,67181.51,75097.01,651742.62,growth,capital_preservation|income|wealth_growth,35%,affluent_ria_like
HH005435,retired_couple_high_assets_low_income,US,US_RIA,married_or_civil_partner,NY,2025-04-09,2,0,,,163208.0,5772.95,0.4245,0.0,True,74535.15,977.63,977.63,0.0,0.0719,482137.99,833249.09,238495.21,117904.11,39970.26,1280580.34,moderate,capital_preservation|income|wealth_growth,32%,affluent_ria_like
HH005436,self_employed_business_owner,US,US_RIA,single,Other,2021-06-13,1,1,2010-01-16,2010-01-16,200639.47,8162.57,0.4882,0.0,False,0.0,0.0,0.0,0.0,0.0,251659.63,785055.25,111244.54,55332.06,70015.96,1080385.58,aggressive,retirement,32%,affluent_ria_like
HH005437,young_dual_income_low_assets,US,US_RIA,married_or_civil_partner,Other,2022-10-20,2,0,,,163208.0,7368.17,0.5418,0.0,True,127109.71,1998.06,1998.06,0.0,0.1469,252063.01,304093.85,66483.94,16573.52,0.0,450807.61,growth,education|wealth_growth,37%,affluent_ria_like
HH005438,retired_couple_high_assets_low_income,US,US_RIA,married_or_civil_partner,NC,2013-11-09,2,0,,,163208.0,5000.03,0.3676,0.0,False,0.0,0.0,0.0,0.0,0.0,349937.77,700633.52,209518.54,51618.79,8236.3,1082356.91,moderate,income|retirement,35%,affluent_ria_like
HH005439,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,TX,2002-01-28,2,2,2021-06-16,2003-07-11,183060.4,13835.61,0.907,0.0,True,153170.79,5759.61,5759.61,0.0,0.3776,196328.54,561840.6,181863.8,88412.21,21224.03,620506.53,growth,estate_planning|tax_optimization,32%,affluent_ria_like
HH005440,young_dual_income_low_assets,US,US_RIA,married_or_civil_partner,PA,2021-07-02,2,0,,,193644.78,8754.75,0.5425,0.0,False,0.0,0.0,0.0,0.0,0.0,148105.17,445841.15,75544.99,24757.5,0.0,608176.83,moderate,capital_preservation,32%,affluent_ria_like
HH005441,retired_couple_high_assets_low_income,US,US_RIA,married_or_civil_partner,Other,2016-09-13,2,0,,,163208.0,7407.42,0.5446,0.0,False,0.0,0.0,0.0,0.0,0.0,541498.29,851857.59,323059.94,74725.03,63084.92,1441297.29,moderate,tax_optimization,35%,affluent_ria_like
HH005442,young_dual_income_low_assets,US,US_RIA,married_or_civil_partner,FL,2021-03-06,2,0,,,267157.55,18760.65,0.8427,0.0,True,158049.2,5667.65,5012.18,655.47,0.2251,208534.08,333179.43,66690.23,36264.4,0.0,396264.03,growth,tax_optimization,37%,affluent_ria_like
HH005443,self_employed_business_owner,US,US_RIA,single,TX,2011-11-15,1,1,2012-03-24,2012-03-24,163208.0,10968.95,0.8065,0.0,True,208698.61,3713.97,3433.31,280.65,0.2524,258912.39,673641.49,211753.68,74407.76,119066.55,766730.29,moderate,education|retirement,37%,affluent_ria_like
HH005444,widowed,US,US_RIA,widowed,Other,2006-04-10,1,0,,,186320.28,13525.7,0.8711,0.0,True,316681.44,5538.6,3038.6,2500.0,0.1957,471451.34,548604.83,77585.9,38048.28,82801.99,706987.5,conservative,estate_planning,32%,affluent_ria_like
HH005445,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,Other,2012-08-18,2,0,,,163208.0,8247.97,0.6064,0.0,True,315294.84,1605.45,1605.45,0.0,0.118,427855.51,515922.24,80636.04,52109.8,56224.02,647553.99,growth,capital_preservation|education|estate_planning,35%,affluent_ria_like
HH005446,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,Other,2022-01-29,2,0,,,163208.0,11627.63,0.8549,0.0,True,152954.57,3721.41,3417.88,303.53,0.2513,188174.43,759256.6,178933.17,49173.63,59259.82,805459.94,growth,estate_planning|wealth_growth,35%,affluent_ria_like
HH005447,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,TX,2011-12-26,2,2,2023-01-09,2017-07-02,163208.0,12920.63,0.95,0.0,True,181755.76,5820.32,5820.32,0.0,0.4279,288605.11,730199.71,248199.09,48283.49,46378.29,840102.56,moderate,income|retirement|wealth_growth,37%,affluent_ria_like
HH005448,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,CA,2011-03-16,2,2,2022-03-03,2012-04-01,163208.0,8670.19,0.6375,0.0,False,0.0,0.0,0.0,0.0,0.0,284589.33,406234.16,125853.62,56830.92,52195.54,710521.3,conservative,tax_optimization,35%,affluent_ria_like
HH005449,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,NY,2009-04-12,2,0,,,230706.82,10386.18,0.5402,0.0,True,139840.05,1679.98,1679.98,0.0,0.0874,276115.41,1052257.93,234900.7,82827.47,81511.23,1196489.81,growth,capital_preservation|estate_planning|tax_optimization,32%,affluent_ria_like
HH005450,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,TX,2007-06-11,2,0,,,163208.0,8247.41,0.6064,0.0,True,147815.82,762.57,762.57,0.0,0.0561,282703.06,574565.67,82712.02,56367.15,80878.17,749325.45,growth,estate_planning|tax_optimization,37%,affluent_ria_like
HH005451,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,Other,2011-03-25,2,4,2024-06-28,2008-06-18,281903.7,9096.15,0.3872,0.0,False,0.0,0.0,0.0,0.0,0.0,479500.24,1340042.17,295443.66,110690.66,86538.12,1868247.32,aggressive,education|estate_planning,35%,affluent_ria_like
HH005452,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,Other,2003-05-25,2,0,,,219532.22,13029.64,0.7122,0.0,True,143135.05,4390.53,4390.53,0.0,0.24,198377.44,950762.71,172686.3,132442.52,100546.04,1070414.97,growth,capital_preservation|education|tax_optimization,35%,affluent_ria_like
HH005453,young_dual_income_low_assets,US,US_RIA,married_or_civil_partner,Other,2025-05-21,2,0,,,166652.92,4548.71,0.3275,0.0,False,0.0,0.0,0.0,0.0,0.0,282293.05,447174.64,72973.82,41096.89,0.0,750322.13,moderate,retirement|tax_optimization,35%,affluent_ria_like
HH005454,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,WA,2025-03-31,2,1,2020-01-12,2020-01-12,317198.32,12113.35,0.4583,0.0,True,88570.68,2587.28,2587.28,0.0,0.0979,734761.08,1231557.92,383602.09,87682.73,42750.77,1912761.25,aggressive,education|income|retirement,37%,affluent_ria_like
HH005455,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,CA,2004-01-08,2,0,,,240209.82,8726.72,0.436,0.0,False,0.0,0.0,0.0,0.0,0.0,789664.19,1140104.39,309793.56,158937.88,144964.35,1943049.39,conservative,education|income,32%,affluent_ria_like
HH005456,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,Other,2013-06-17,2,1,2024-09-13,2024-09-13,212814.19,16227.21,0.915,0.0,True,177399.7,4149.62,4149.62,0.0,0.234,256618.53,974501.17,259410.25,104418.04,104078.86,1121505.97,conservative,estate_planning|income,32%,affluent_ria_like
HH005457,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,Other,2001-07-10,2,0,,,272757.83,18832.43,0.8285,0.0,True,370268.87,8932.04,8932.04,0.0,0.393,611071.82,1102185.8,243890.85,92262.94,117110.06,1376895.03,conservative,education|estate_planning|retirement,35%,affluent_ria_like
HH005458,young_dual_income_low_assets,US,US_RIA,married_or_civil_partner,Other,2014-04-26,2,0,,,163208.0,11147.85,0.8197,0.0,True,69874.51,5097.9,5097.9,0.0,0.3748,94999.85,298910.03,89673.01,21924.81,0.0,343695.28,growth,estate_planning|income|wealth_growth,37%,affluent_ria_like
HH005459,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,FL,2015-11-04,2,2,2024-08-01,2018-02-28,163208.0,10539.13,0.7749,0.0,True,164293.46,2623.96,2623.96,0.0,0.1929,250403.53,490578.6,134467.25,57914.82,15292.38,610776.26,aggressive,education,24%,affluent_ria_like
HH005460,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,Other,2022-11-28,2,0,,,217926.33,8443.35,0.4649,0.0,False,0.0,0.0,0.0,0.0,0.0,281460.34,1172062.87,174227.39,88394.32,126067.59,1469149.28,moderate,estate_planning,35%,affluent_ria_like
HH005461,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,NC,2023-09-13,2,1,2006-11-01,2006-11-01,163208.0,12311.27,0.9052,0.0,True,290674.47,4359.21,4359.21,0.0,0.3205,412274.75,649960.15,116228.23,88375.81,72202.82,812692.91,growth,income|tax_optimization,35%,affluent_ria_like
HH005462,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,TX,2023-08-27,2,0,,,183388.45,4905.03,0.321,0.0,False,0.0,0.0,0.0,0.0,0.0,284602.04,697128.11,132048.67,38171.45,2059.98,1010114.04,moderate,income,32%,affluent_ria_like
HH005463,retired_couple_high_assets_low_income,US,US_RIA,married_or_civil_partner,Other,2008-04-02,2,0,,,163208.0,7557.86,0.5557,0.0,True,64331.72,696.32,696.32,0.0,0.0512,469149.43,641975.59,210788.36,93113.23,28410.53,1056575.66,moderate,retirement|tax_optimization|wealth_growth,24%,affluent_ria_like
HH005464,self_employed_business_owner,US,US_RIA,married_or_civil_partner,CA,2014-10-23,2,0,,,202242.96,12661.82,0.7513,0.0,True,326247.18,3506.51,3506.51,0.0,0.2081,598195.56,708505.81,141093.98,38500.2,51893.74,1000277.02,aggressive,tax_optimization,35%,affluent_ria_like
HH005465,divorced,US,US_RIA,divorced,CA,2016-11-07,1,0,,,302676.69,17508.65,0.6942,0.0,True,613840.36,8196.07,8196.07,0.0,0.3249,789113.23,1336659.01,343549.29,187876.4,151022.76,1595614.83,conservative,income|tax_optimization|wealth_growth,37%,affluent_ria_like
HH005466,secondly_wedded_paying_alimony,US,US_RIA,secondly_wedded,PA,2019-08-09,2,0,,,248770.63,16113.8,0.7773,51847.0,True,221624.89,3420.79,3420.79,0.0,0.165,338729.72,712256.84,144780.05,38829.9,17100.85,871787.03,moderate,capital_preservation|retirement|tax_optimization,35%,affluent_ria_like
HH005467,financially_stressed_with_debt,US,US_RIA,single,NJ,2003-09-26,1,3,2022-06-17,2010-11-28,180046.43,14253.68,0.95,0.0,True,102318.42,6528.24,6173.87,354.37,0.4115,129403.02,347986.22,94520.84,47599.26,36948.96,394047.63,moderate,education,35%,affluent_ria_like
HH005468,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,Other,2005-05-08,2,0,,,289070.17,12142.82,0.5041,0.0,True,354952.17,3521.68,3521.68,0.0,0.1462,667148.07,725206.54,167781.68,76487.42,100774.56,1044416.97,aggressive,capital_preservation|estate_planning|tax_optimization,35%,affluent_ria_like
HH005469,secondly_wedded_paying_alimony,US,US_RIA,secondly_wedded,MA,2009-03-23,2,0,,,163208.0,3947.41,0.2902,16163.55,False,0.0,0.0,0.0,0.0,0.0,271068.29,459841.24,136978.84,39782.25,24161.46,760521.26,aggressive,education|retirement,35%,affluent_ria_like
HH005470,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,Other,2024-03-17,2,3,2025-12-25,2011-08-14,173971.56,13772.75,0.95,0.0,True,186874.63,5219.06,5219.06,0.0,0.36,313558.12,704614.62,231426.48,67467.86,80770.51,851866.02,growth,education,35%,affluent_ria_like
HH005471,secondly_wedded_paying_alimony,US,US_RIA,secondly_wedded,Other,2004-01-03,2,2,2025-11-30,2017-11-09,165443.68,12038.81,0.8732,50138.51,True,258327.97,3437.09,3437.09,0.0,0.2493,607760.76,617566.52,163480.96,97063.57,58288.6,1005837.46,conservative,capital_preservation|estate_planning,32%,affluent_ria_like
HH005472,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,Other,2010-08-28,2,3,2018-03-01,2009-04-18,163208.0,10675.52,0.7849,0.0,True,137310.32,3596.61,3596.61,0.0,0.2644,305802.79,822455.47,208245.09,98752.74,73509.17,1018835.47,aggressive,tax_optimization,24%,affluent_ria_like
HH005473,self_employed_business_owner,US,US_RIA,married_or_civil_partner,Other,2018-12-19,2,0,,,163208.0,6813.67,0.501,0.0,True,1310.62,223.22,0.0,223.22,0.0,889618.8,719656.4,135962.65,59062.28,88530.29,1618409.42,aggressive,capital_preservation|tax_optimization|wealth_growth,37%,affluent_ria_like
HH005474,retired_couple_high_assets_low_income,US,US_RIA,married_or_civil_partner,Other,2025-01-31,2,0,,,326462.84,16659.16,0.6124,0.0,False,0.0,0.0,0.0,0.0,0.0,273313.89,1185609.4,323749.31,144873.87,160224.29,1494144.02,moderate,income,37%,affluent_ria_like
HH005475,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,NY,2009-02-05,2,2,2025-10-21,2017-05-07,163208.0,12823.25,0.9428,0.0,True,218518.4,4926.04,4504.22,421.81,0.3312,403171.8,836387.79,272032.32,82071.14,97369.29,1029970.83,moderate,education|retirement|tax_optimization,24%,affluent_ria_like
HH005476,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,Other,2019-11-08,2,3,2021-02-06,2011-12-08,315398.81,22836.34,0.8689,0.0,True,180484.81,6548.6,6548.6,0.0,0.2492,286415.09,1122427.52,280117.35,127195.69,31201.55,1240697.7,conservative,retirement,32%,affluent_ria_like
HH005477,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,TX,2022-05-01,2,0,,,163208.0,7301.73,0.5369,0.0,True,1930.38,190.42,0.0,190.42,0.0,272065.47,522540.94,170420.07,29478.59,81698.28,832686.43,growth,education|estate_planning|retirement,32%,affluent_ria_like
HH005478,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,Other,2013-02-27,2,2,2025-12-22,2017-07-28,347832.38,25088.87,0.8656,0.0,True,291632.41,9226.21,9226.21,0.0,0.3183,661886.1,1607678.61,306813.81,147183.52,101205.93,2058903.9,conservative,capital_preservation|estate_planning|retirement,35%,affluent_ria_like
HH005479,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,Other,2009-06-04,2,1,2014-01-17,2014-01-17,163208.0,12920.63,0.95,0.0,True,241599.09,7169.06,6985.05,184.01,0.5136,324394.03,619892.31,148667.14,48365.9,38497.63,741235.17,moderate,capital_preservation|income|wealth_growth,32%,affluent_ria_like
HH005480,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,Other,2020-10-03,2,1,2023-11-30,2023-11-30,221343.88,11593.7,0.6285,0.0,True,338104.16,3366.93,3366.93,0.0,0.1825,424686.69,816688.56,213144.07,58836.45,140705.67,927455.97,conservative,capital_preservation|estate_planning|retirement,35%,affluent_ria_like
HH005481,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,Other,2025-05-28,2,2,2019-08-25,2014-05-23,307950.64,22116.26,0.8618,0.0,True,324616.96,7439.55,7439.55,0.0,0.2899,768565.48,724437.63,180648.11,89992.98,44516.91,1175326.08,growth,estate_planning|wealth_growth,35%,affluent_ria_like
HH005482,retired_couple_high_assets_low_income,US,US_RIA,married_or_civil_partner,PA,2008-11-12,2,0,,,163208.0,9702.7,0.7134,0.0,True,35406.47,832.48,832.48,0.0,0.0612,215081.85,903397.66,254891.89,78229.8,100732.48,1151080.95,moderate,tax_optimization,35%,affluent_ria_like
HH005483,self_employed_business_owner,US,US_RIA,married_or_civil_partner,IL,2015-07-04,2,0,,,576449.18,36613.66,0.7622,0.0,True,380439.41,11295.88,11295.88,0.0,0.2351,1098944.48,2785374.56,437852.69,422542.26,317931.9,3600884.09,moderate,education|income,32%,affluent_ria_like
HH005484,widowed,US,US_RIA,widowed,CA,2001-04-30,1,0,,,170589.84,10509.54,0.7393,0.0,True,340589.37,3614.41,3537.94,76.47,0.2489,591757.12,670378.84,189535.15,37755.52,85381.75,942077.91,conservative,income,35%,affluent_ria_like
HH005485,financially_stressed_with_debt,US,US_RIA,single,Other,2012-08-09,1,3,2021-11-28,2007-11-15,163208.0,12920.63,0.95,0.0,True,70819.59,5385.92,4713.3,672.62,0.3465,58310.29,199800.81,67652.99,20245.91,29073.07,196367.0,growth,education|retirement,35%,affluent_ria_like
HH005486,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,Other,2011-04-16,2,0,,,163208.0,9090.58,0.6684,0.0,True,235039.98,2657.28,2657.28,0.0,0.1954,294685.28,562036.66,176629.03,31927.44,10466.1,621749.74,conservative,wealth_growth,32%,affluent_ria_like
HH005487,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,Other,2014-04-06,2,3,2022-12-24,2012-05-03,163208.0,12920.63,0.95,0.0,True,274616.82,5938.79,5250.81,687.98,0.3861,479931.01,743580.92,250517.99,45318.83,12.74,982216.01,moderate,capital_preservation|wealth_growth,35%,affluent_ria_like
HH005488,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,IL,2002-07-09,2,0,,,163208.0,7408.85,0.5447,0.0,False,0.0,0.0,0.0,0.0,0.0,261038.98,649187.22,146016.7,53482.42,107068.31,959722.44,growth,education|income|tax_optimization,24%,affluent_ria_like
HH005489,financially_stressed_with_debt,US,US_RIA,single,TX,2013-09-06,1,4,2024-09-03,2012-11-05,188105.75,14891.7,0.95,0.0,True,62670.71,7917.14,7410.44,506.7,0.4727,75455.64,252554.1,50050.03,28870.88,27948.12,277750.05,conservative,estate_planning|wealth_growth,35%,affluent_ria_like
HH005490,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,IL,2013-11-12,2,3,2025-05-03,2014-08-16,163208.0,12920.63,0.95,0.0,True,89407.94,5271.68,5271.68,0.0,0.3876,129439.01,594971.04,170730.02,51959.1,8010.27,676475.82,aggressive,capital_preservation|income,32%,affluent_ria_like
HH005491,divorced,US,US_RIA,divorced,Other,2010-03-02,1,0,,,163208.0,9991.41,0.7346,0.0,True,194305.75,2173.61,2173.61,0.0,0.1598,605482.87,616943.34,176159.22,77494.92,17789.75,1034668.31,conservative,retirement,32%,affluent_ria_like
HH005492,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,NC,2003-07-05,2,5,2016-04-09,2007-08-11,179948.43,12073.68,0.8051,0.0,True,155227.6,5040.37,4539.18,501.19,0.3027,236812.14,607784.49,195745.04,74751.0,66114.83,698517.91,moderate,estate_planning|tax_optimization|wealth_growth,32%,affluent_ria_like
HH005493,secondly_wedded_paying_alimony,US,US_RIA,secondly_wedded,Other,2024-09-25,2,0,,,451360.27,27097.83,0.7204,34582.07,True,228072.33,5353.31,5353.31,0.0,0.1423,603462.48,1695053.01,479955.73,264880.2,85855.19,2141459.28,conservative,education|income|tax_optimization,32%,affluent_ria_like
HH005494,financially_stressed_with_debt,US,US_RIA,single,Other,2010-02-20,1,0,,,170811.46,13522.57,0.95,0.0,True,118808.18,7563.47,6875.53,687.94,0.483,135031.75,233962.9,66848.26,25062.17,36740.89,253093.54,growth,retirement,35%,affluent_ria_like
HH005495,affluent_couple_brokerage_and_pensions,US,US_RIA,married_or_civil_partner,NY,2004-01-08,2,2,2022-04-07,2013-07-23,169331.32,11690.9,0.8285,0.0,True,271951.77,4422.19,4040.68,381.51,0.2864,465500.03,821220.35,182616.14,55086.22,113928.53,1039565.3,moderate,capital_preservation|retirement|wealth_growth,35%,affluent_ria_like
HH005496,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,TX,2007-03-13,2,0,,,163208.0,7766.99,0.5711,0.0,True,142217.32,1677.61,1677.61,0.0,0.1233,357438.73,550234.64,127054.88,41038.38,38750.84,777073.58,growth,income|retirement,35%,affluent_ria_like
HH005497,one_high_earner_one_low_earner,US,US_RIA,married_or_civil_partner,Other,2004-11-01,2,0,,,207745.85,16356.94,0.9448,0.0,True,229813.06,6089.84,5860.4,229.44,0.3385,611428.85,973373.97,220975.5,105202.47,53293.03,1392384.82,aggressive,estate_planning|retirement|tax_optimization,35%,affluent_ria_like
HH005498,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,PA,2017-11-08,2,0,,,192749.58,9198.14,0.5726,0.0,True,81775.23,2614.9,2233.32,381.58,0.139,416957.12,744621.12,112355.77,47706.57,74301.66,1109569.96,moderate,education|estate_planning|wealth_growth,35%,affluent_ria_like
HH005499,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,Other,2017-10-01,2,1,2002-08-15,2002-08-15,229915.88,18201.67,0.95,0.0,True,208732.65,7292.55,7292.55,0.0,0.3806,283578.45,1193515.59,371024.56,106822.25,193896.22,1294507.0,growth,education|estate_planning,35%,affluent_ria_like
HH005500,self_employed_business_owner,US,US_RIA,married_or_civil_partner,NY,2019-10-27,2,0,,,163208.0,10934.55,0.804,0.0,True,203646.42,3453.15,3453.15,0.0,0.2539,270586.3,521059.3,171116.35,67529.02,85442.58,619091.36,moderate,education,35%,affluent_ria_like
HH005501,financially_stressed_with_debt,US,US_RIA,single,Other,2021-08-01,1,2,2013-01-31,2008-12-05,292548.91,23160.12,0.95,0.0,True,161803.74,11414.81,10919.87,494.94,0.4479,194397.17,527156.99,165548.85,40271.0,53373.01,597857.2,aggressive,education|tax_optimization,24%,affluent_ria_like
HH005502,young_dual_income_low_assets,US,US_RIA,married_or_civil_partner,NC,2020-10-18,2,0,,,244528.8,10847.86,0.5323,0.0,False,0.0,0.0,0.0,0.0,0.0,126895.22,495385.42,130047.25,54680.75,0.0,645531.01,aggressive,income,35%,affluent_ria_like
HH005503,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,Other,2014-02-11,2,1,2014-03-22,2014-03-22,163208.0,12920.63,0.95,0.0,True,167766.67,5478.42,5393.76,84.65,0.3966,305240.72,608891.2,88097.38,78376.53,25272.06,758636.73,growth,education|income|wealth_growth,32%,affluent_ria_like
HH005504,retired_couple_high_assets_low_income,US,US_RIA,married_or_civil_partner,Other,2003-12-06,2,0,,,163208.0,5384.26,0.3959,0.0,True,12534.32,697.12,697.12,0.0,0.0513,196356.28,379024.04,133810.16,25782.41,50889.15,577942.96,moderate,capital_preservation,35%,affluent_ria_like
HH005505,widowed,US,US_RIA,widowed,FL,2008-06-05,1,2,2011-02-17,2009-01-07,276774.73,9723.79,0.4216,0.0,False,0.0,0.0,0.0,0.0,0.0,456936.78,1340270.2,255511.67,182906.71,12652.13,1823876.63,growth,income|retirement,37%,affluent_ria_like
HH005506,self_employed_business_owner,US,US_RIA,married_or_civil_partner,CA,2017-01-03,2,3,2023-10-14,2014-01-06,290161.06,16212.63,0.6705,0.0,True,257002.64,3455.53,3455.53,0.0,0.1429,994125.27,1463170.62,216186.1,78391.58,159062.12,2293853.83,moderate,tax_optimization,37%,affluent_ria_like
HH005507,family_with_mortgage_and_children,US,US_RIA,married_or_civil_partner,Other,2003-03-13,2,2,2025-10-17,2007-03-16,163208.0,12920.63,0.95,0.0,True,348585.49,3890.77,3156.39,734.38,0.2321,745407.74,820276.02,269790.34,126515.8,88398.8,1233499.92,aggressive,income|tax_optimization|wealth_growth,32%,affluent_ria_like
HH005508,retired_couple_high_assets_low_income,US,US_RIA,married_or_civil_partner,Other,2024-10-30,2,0,,,163208.0,5186.41,0.3813,0.0,True,34112.05,437.86,437.86,0.0,0.0322,318151.81,844873.33,228473.08,101984.99,44924.49,1162199.92,moderate,retirement,37%,affluent_ria_like
HH005509,self_employed_business_owner,US,US_RIA,married_or_civil_partner,CA,2007-01-25,2,0,,,174247.69,9332.27,0.6427,0.0,True,303418.85,3739.94,3739.94,0.0,0.2576,399417.27,672732.45,126721.35,101737.01,32651.4,810099.05,moderate,retirement|tax_optimization|wealth_growth,37%,affluent_ria_like
HH005510,pre_retirement_wealthy,US,US_RIA,married_or_civil_partner,Other,2016-03-11,2,0,,,185452.39,8758.61,0.5667,0.0,True,18534.7,1199.55,795.33,404.22,0.0515,138022.34,549448.93,141203.74,75036.8,56754.19,708683.2,conservative,capital_preservation|estate_planning|wealth_growth,35%,affluent_ria_like
