liability_id,household_id,type,monthly_cost,outstanding,interest_rate,final_payment_date
HH002631_L2,HH002631,loan,106.62,718.99,9.97,2029-05-11
HH002633_L1,HH002633,mortgage,1710.98,91610.78,4.12,2044-04-16
HH002634_L1,HH002634,mortgage,2415.07,10198.7,6.02,2050-04-28
HH002634_L2,HH002634,credit_card,497.19,17520.11,13.54,
HH002636_L1,HH002636,mortgage,1893.23,111409.04,4.65,2032-10-30
HH002637_L1,HH002637,mortgage,5549.14,171983.78,5.14,2034-02-10
HH002637_L2,HH002637,loan,535.31,8958.38,10.86,2032-08-21
HH002638_L1,HH002638,mortgage,1615.63,316971.87,4.24,2045-12-10
HH002638_L2,HH002638,loan,201.22,3615.94,12.69,2027-05-06
HH002639_L2,HH002639,loan,595.64,10202.63,18.95,2029-01-03
HH002640_L1,HH002640,mortgage,2496.49,73622.86,4.4,2054-08-17
HH002644_L1,HH002644,mortgage,10093.34,48215.8,4.89,2051-01-15
HH002644_L2,HH002644,credit_card,1875.46,54903.34,17.41,
HH002645_L1,HH002645,mortgage,3207.97,201212.4,4.85,2031-10-21
HH002646_L2,HH002646,loan,228.75,2650.68,10.08,2027-10-08
HH002647_L1,HH002647,mortgage,1721.01,82364.22,5.35,2030-09-27
HH002649_L1,HH002649,mortgage,4416.0,212381.92,5.25,2031-07-02
HH002649_L2,HH002649,loan,341.68,2984.92,17.3,2029-02-04
HH002650_L2,HH002650,loan,189.81,2899.07,21.31,2027-08-30
HH002653_L1,HH002653,mortgage,4511.23,110228.76,7.03,2043-06-01
HH002653_L2,HH002653,credit_card,1275.96,23853.06,12.39,
HH002654_L1,HH002654,mortgage,1957.1,47142.91,6.68,2036-08-07
HH002656_L1,HH002656,mortgage,5699.6,196757.43,6.23,2029-12-17
HH002656_L2,HH002656,loan,306.53,1507.76,20.66,2031-10-29
HH002657_L2,HH002657,loan,301.89,4579.11,11.41,2029-06-29
HH002658_L1,HH002658,mortgage,2078.02,72573.46,5.36,2029-12-15
HH002662_L1,HH002662,mortgage,4413.92,211266.25,4.29,2030-10-07
HH002663_L1,HH002663,mortgage,4686.19,35608.16,4.47,2049-11-04
HH002663_L2,HH002663,credit_card,723.58,28180.14,20.38,
HH002664_L1,HH002664,mortgage,1987.47,54934.22,5.29,2043-06-11
HH002666_L2,HH002666,loan,216.72,3472.81,14.92,2029-04-27
HH002667_L1,HH002667,mortgage,3413.44,183725.28,3.41,2031-07-02
HH002667_L2,HH002667,loan,206.6,1239.01,14.06,2032-07-18
HH002670_L1,HH002670,mortgage,4869.91,185307.5,5.78,2055-09-14
HH002671_L2,HH002671,loan,177.69,2926.5,13.2,2032-04-01
HH002672_L1,HH002672,mortgage,1876.76,76229.88,5.8,2030-09-03
HH002672_L2,HH002672,loan,435.83,2095.54,21.57,2032-08-30
HH002675_L1,HH002675,mortgage,438.03,43522.83,5.42,2036-09-11
HH002677_L2,HH002677,loan,173.59,2934.34,28.4,2028-10-15
HH002682_L1,HH002682,mortgage,2535.0,13240.09,6.73,2036-05-27
HH002682_L2,HH002682,credit_card,732.05,26783.21,9.94,
HH002683_L1,HH002683,mortgage,1260.55,65642.37,2.68,2031-06-28
HH002684_L1,HH002684,mortgage,3087.27,210936.0,5.6,2033-09-13
HH002684_L2,HH002684,loan,140.89,1848.43,14.42,2031-12-20
HH002688_L1,HH002688,mortgage,2229.61,88119.54,3.91,2029-10-23
HH002689_L1,HH002689,mortgage,1432.43,107301.29,5.45,2033-03-27
HH002690_L2,HH002690,loan,68.88,1011.15,16.62,2030-07-16
HH002692_L1,HH002692,mortgage,9288.38,431459.03,5.96,2030-12-10
HH002692_L2,HH002692,loan,409.76,3969.37,18.37,2032-07-01
HH002693_L1,HH002693,mortgage,1342.45,187041.02,5.08,2038-10-08
HH002694_L1,HH002694,mortgage,2378.79,84333.5,3.69,2043-11-26
HH002697_L1,HH002697,mortgage,4032.82,398476.54,3.81,2035-06-25
HH002698_L1,HH002698,mortgage,2330.39,107337.78,3.22,2030-06-17
HH002699_L1,HH002699,mortgage,5599.4,173896.37,5.01,2029-05-07
HH002702_L1,HH002702,mortgage,5200.03,309557.38,3.51,2031-11-15
HH002702_L2,HH002702,loan,773.9,3901.49,11.88,2032-11-30
HH002703_L1,HH002703,mortgage,3743.73,322533.27,5.57,2034-07-17
HH002704_L1,HH002704,mortgage,5085.05,196150.36,4.85,2029-10-22
HH002704_L2,HH002704,loan,412.49,4717.36,24.99,2032-08-21
HH002705_L1,HH002705,mortgage,1064.67,125076.92,5.03,2038-01-20
HH002706_L1,HH002706,mortgage,6200.39,78208.14,3.38,2047-09-22
HH002706_L2,HH002706,credit_card,929.76,15483.48,10.86,
HH002707_L1,HH002707,mortgage,1779.56,370670.69,6.81,2044-09-02
HH002708_L1,HH002708,mortgage,2134.58,113581.77,4.47,2032-01-09
HH002709_L1,HH002709,mortgage,2730.72,390668.67,4.5,2039-09-10
HH002713_L1,HH002713,mortgage,972.55,90510.11,6.13,2034-09-29
HH002713_L2,HH002713,loan,131.83,636.76,27.83,2031-06-10
HH002714_L1,HH002714,mortgage,5742.31,273947.99,5.41,2050-06-23
HH002714_L2,HH002714,loan,269.15,4299.3,27.23,2029-06-24
HH002715_L1,HH002715,mortgage,2547.7,108910.22,4.53,2030-05-15
HH002716_L1,HH002716,mortgage,2515.21,164585.97,4.26,2033-05-08
HH002718_L1,HH002718,mortgage,1350.65,127771.14,4.73,2034-08-15
HH002721_L1,HH002721,mortgage,1383.42,121557.56,5.31,2034-04-01
HH002722_L1,HH002722,mortgage,7549.16,268781.47,5.37,2029-09-17
HH002724_L2,HH002724,loan,253.1,3175.46,21.48,2031-05-19
HH002725_L1,HH002725,mortgage,2007.01,133329.32,3.54,2032-05-10
HH002726_L1,HH002726,mortgage,7031.24,29041.59,2.77,2038-02-03
HH002726_L2,HH002726,credit_card,1739.35,55551.45,15.36,
HH002727_L1,HH002727,mortgage,586.89,29167.92,6.69,2030-10-23
HH002729_L1,HH002729,mortgage,5428.9,115885.73,4.45,2042-11-21
HH002729_L2,HH002729,credit_card,2235.73,44552.54,10.96,
HH002730_L1,HH002730,mortgage,379.73,27942.34,4.48,2033-03-01
HH002731_L1,HH002731,mortgage,6214.12,628073.44,5.31,2035-07-22
HH002732_L1,HH002732,mortgage,1534.67,152264.19,5.8,2036-06-30
HH002732_L2,HH002732,loan,143.96,2532.69,27.59,2029-11-13
HH002733_L2,HH002733,loan,213.56,1631.53,9.32,2032-10-19
HH002734_L1,HH002734,mortgage,988.9,104170.02,4.38,2036-12-13
HH002735_L1,HH002735,mortgage,1559.94,150374.96,6.1,2035-08-17
HH002736_L1,HH002736,mortgage,7303.14,426261.41,5.09,2049-12-21
HH002737_L1,HH002737,mortgage,8064.72,473057.3,5.71,2032-09-28
HH002737_L2,HH002737,loan,215.83,2837.53,17.46,2031-01-05
HH002738_L1,HH002738,mortgage,4081.8,89794.48,3.43,2033-02-18
HH002739_L1,HH002739,mortgage,7480.55,66340.06,6.04,2029-06-06
HH002739_L2,HH002739,credit_card,553.85,19632.91,10.51,
HH002741_L1,HH002741,mortgage,3691.83,182423.0,4.75,2031-06-08
HH002742_L1,HH002742,mortgage,4732.89,173056.83,4.04,2029-11-09
HH002743_L1,HH002743,mortgage,7994.94,237023.19,6.47,2045-06-13
HH002744_L1,HH002744,mortgage,3958.34,44744.33,5.73,2050-10-30
HH002744_L2,HH002744,credit_card,1088.54,40074.43,23.29,
HH002745_L2,HH002745,loan,207.06,2458.53,12.06,2028-02-25
HH002746_L1,HH002746,mortgage,1158.87,126038.07,4.21,2036-05-04
HH002746_L2,HH002746,loan,513.99,2638.76,16.12,2031-06-15
HH002747_L1,HH002747,mortgage,5757.59,199955.03,7.13,2029-12-01
HH002747_L2,HH002747,loan,559.49,8305.34,12.05,2033-03-09
HH002748_L1,HH002748,mortgage,5368.71,231871.34,6.41,2030-02-19
HH002752_L1,HH002752,mortgage,4674.14,143626.79,6.14,2029-07-25
HH002752_L2,HH002752,loan,331.53,3751.1,18.7,2029-01-17
HH002753_L1,HH002753,mortgage,3191.9,121910.46,5.58,2029-10-03
HH002753_L2,HH002753,loan,221.72,3824.45,18.92,2031-04-22
HH002754_L1,HH002754,mortgage,1591.11,140659.1,3.63,2034-10-01
HH002754_L2,HH002754,loan,269.07,2354.99,22.06,2032-04-16
HH002755_L1,HH002755,mortgage,2465.21,194959.46,5.42,2033-12-02
HH002755_L2,HH002755,loan,222.67,3732.47,8.44,2031-12-06
HH002756_L1,HH002756,mortgage,1734.04,176666.76,5.92,2037-08-10
HH002757_L2,HH002757,loan,284.76,3453.59,12.25,2030-03-13
HH002758_L1,HH002758,mortgage,864.89,97707.5,5.01,2038-07-18
HH002760_L1,HH002760,mortgage,1241.66,159759.45,5.98,2037-12-25
HH002761_L1,HH002761,mortgage,4050.09,385770.36,4.05,2035-08-28
HH002765_L2,HH002765,loan,342.53,3192.71,12.69,2030-08-20
HH002767_L1,HH002767,mortgage,2805.36,131420.29,6.41,2031-01-21
HH002768_L1,HH002768,mortgage,673.26,27356.83,4.23,2030-04-08
HH002769_L1,HH002769,mortgage,4485.01,280772.69,4.32,2033-02-06
HH002770_L1,HH002770,mortgage,3417.69,111954.65,2.5,2029-09-05
HH002770_L2,HH002770,loan,464.69,4805.56,22.97,2028-02-27
HH002771_L2,HH002771,loan,259.15,2049.99,20.69,2028-01-02
HH002772_L1,HH002772,mortgage,1298.98,49730.24,4.26,2030-04-24
HH002774_L2,HH002774,loan,150.89,1380.09,21.25,2030-02-28
HH002775_L1,HH002775,mortgage,348.37,29821.9,5.84,2035-08-13
HH002775_L2,HH002775,loan,182.38,2643.65,24.54,2028-09-30
HH002776_L1,HH002776,mortgage,365.13,24667.85,4.6,2032-03-22
HH002777_L1,HH002777,mortgage,2972.71,88993.22,3.66,2053-03-10
HH002777_L2,HH002777,loan,309.95,2219.75,9.37,2032-04-28
HH002782_L1,HH002782,mortgage,5589.73,173478.03,4.21,2029-06-08
HH002783_L1,HH002783,mortgage,830.08,23282.06,6.07,2028-11-05
HH002785_L1,HH002785,mortgage,4564.46,116076.5,5.09,2054-08-31
HH002786_L1,HH002786,mortgage,3035.72,362123.73,5.78,2038-09-16
HH002787_L2,HH002787,loan,226.94,1874.67,14.08,2030-06-29
HH002789_L2,HH002789,loan,347.77,2529.63,12.07,2030-12-12
HH002790_L1,HH002790,mortgage,1486.05,143122.94,4.37,2035-07-15
HH002791_L1,HH002791,mortgage,3505.26,135080.88,4.47,2029-09-18
HH002793_L1,HH002793,mortgage,633.74,68182.64,5.81,2037-08-25
HH002793_L2,HH002793,loan,377.65,4645.4,13.74,2030-09-11
HH002794_L1,HH002794,mortgage,3585.23,92929.76,3.1,2043-04-08
HH002795_L2,HH002795,loan,448.59,3766.29,15.1,2029-08-14
HH002796_L1,HH002796,mortgage,4358.79,475729.49,6.2,2037-12-03
HH002797_L1,HH002797,mortgage,2632.34,18452.32,5.05,2030-10-19
HH002797_L2,HH002797,credit_card,847.58,18324.07,28.11,
HH002798_L1,HH002798,mortgage,5320.7,178016.1,5.64,2029-09-08
HH002801_L1,HH002801,mortgage,536.3,57353.75,4.68,2035-11-18
HH002802_L1,HH002802,mortgage,1010.08,45459.06,3.58,2030-11-20
HH002804_L1,HH002804,mortgage,4079.8,194064.04,3.54,2037-06-04
HH002805_L2,HH002805,loan,409.59,2334.43,11.62,2029-04-11
HH002806_L2,HH002806,loan,1028.75,15863.07,18.04,2030-07-20
HH002810_L1,HH002810,mortgage,14624.16,574261.08,5.81,2030-04-06
HH002811_L1,HH002811,mortgage,893.72,106759.86,4.53,2038-01-01
HH002812_L1,HH002812,mortgage,7952.49,202707.19,2.68,2050-06-07
HH002815_L1,HH002815,mortgage,1989.13,160893.33,6.36,2033-12-20
HH002818_L1,HH002818,mortgage,3408.68,217961.38,5.19,2032-05-24
HH002819_L1,HH002819,mortgage,3782.14,9773.76,2.93,2042-09-08
HH002819_L2,HH002819,credit_card,548.79,7968.43,19.8,
HH002824_L2,HH002824,loan,553.52,2919.34,20.75,2027-07-29
HH002825_L1,HH002825,mortgage,2936.16,137572.89,5.35,2030-09-14
HH002826_L1,HH002826,mortgage,2276.95,99908.9,4.46,2030-02-24
HH002828_L1,HH002828,mortgage,8534.71,293782.24,5.39,2033-07-30
HH002830_L2,HH002830,loan,401.56,4303.07,23.23,2029-07-18
HH002831_L1,HH002831,mortgage,18064.82,197110.24,6.77,2052-07-05
HH002831_L2,HH002831,credit_card,789.49,30808.89,9.56,
HH002832_L1,HH002832,mortgage,6401.15,73758.07,6.77,2031-01-02
HH002832_L2,HH002832,credit_card,1222.91,30038.6,12.28,
HH002837_L1,HH002837,mortgage,3159.16,122126.5,2.5,2030-01-07
HH002839_L1,HH002839,mortgage,722.74,10344.09,4.44,2027-10-03
HH002839_L2,HH002839,loan,469.63,7428.88,10.27,2031-04-14
HH002840_L1,HH002840,mortgage,742.12,15083.69,3.54,2028-06-25
HH002841_L2,HH002841,loan,110.05,1574.27,25.41,2030-06-06
HH002842_L1,HH002842,mortgage,4376.92,152091.79,4.12,2029-07-27
HH002844_L1,HH002844,mortgage,3094.43,33756.44,3.85,2034-04-11
HH002845_L1,HH002845,mortgage,874.84,39033.61,6.32,2030-07-13
HH002845_L2,HH002845,loan,146.65,1008.17,22.8,2032-03-12
HH002847_L1,HH002847,mortgage,2048.68,55279.5,6.61,2037-10-19
HH002847_L2,HH002847,loan,294.63,4034.58,15.82,2027-08-15
HH002849_L1,HH002849,mortgage,3564.72,194875.91,3.71,2031-09-06
HH002850_L1,HH002850,mortgage,4736.82,164563.93,7.09,2029-11-10
HH002851_L1,HH002851,mortgage,4467.33,88200.69,4.49,2038-06-05
HH002852_L1,HH002852,mortgage,503.69,21768.11,5.35,2030-04-01
HH002852_L2,HH002852,loan,391.53,4409.44,8.27,2032-02-09
HH002855_L1,HH002855,mortgage,4099.25,399202.12,2.5,2035-12-24
HH002856_L1,HH002856,mortgage,1380.25,63377.66,5.42,2030-08-28
HH002859_L1,HH002859,mortgage,2322.76,99132.96,5.74,2030-09-09
HH002859_L2,HH002859,credit_card,618.92,23710.23,10.89,
HH002860_L1,HH002860,mortgage,2288.45,246195.15,4.71,2036-04-26
HH002861_L1,HH002861,mortgage,1915.41,68977.7,6.04,2030-03-20
HH002863_L1,HH002863,mortgage,5030.73,15190.98,4.72,2040-02-14
HH002863_L2,HH002863,credit_card,552.09,19395.32,27.02,
HH002864_L2,HH002864,loan,841.06,12894.57,18.36,2033-03-23
HH002866_L2,HH002866,loan,208.05,2812.79,15.22,2031-06-08
HH002867_L1,HH002867,mortgage,3046.79,129949.44,4.08,2030-10-17
HH002868_L1,HH002868,mortgage,4234.66,165814.04,5.69,2030-02-22
HH002872_L1,HH002872,mortgage,1015.67,178813.82,2.98,2045-04-16
HH002872_L2,HH002872,loan,263.02,4015.66,16.43,2030-05-26
HH002874_L1,HH002874,mortgage,2814.78,168394.17,6.88,2031-09-28
HH002874_L2,HH002874,loan,202.31,821.38,16.85,2029-11-01
HH002875_L1,HH002875,mortgage,1596.0,79608.49,4.6,2031-07-05
HH002876_L1,HH002876,mortgage,2832.08,73122.99,4.45,2050-07-15
HH002877_L1,HH002877,mortgage,4231.38,103797.98,6.29,2050-02-19
HH002879_L1,HH002879,mortgage,1707.85,209082.64,3.9,2039-06-24
HH002880_L1,HH002880,mortgage,1781.63,502609.11,6.02,2052-09-26
HH002880_L2,HH002880,loan,136.78,1366.23,13.9,2029-05-14
HH002882_L1,HH002882,mortgage,3135.37,109809.45,4.73,2030-01-23
HH002882_L2,HH002882,loan,290.89,2420.48,25.86,2028-08-10
HH002885_L1,HH002885,mortgage,2111.22,101030.3,4.7,2031-05-27
HH002889_L1,HH002889,mortgage,2565.42,108104.51,4.68,2030-10-19
HH002890_L1,HH002890,mortgage,4698.21,270988.5,5.57,2032-06-12
HH002891_L1,HH002891,mortgage,6882.41,88175.9,6.93,2050-06-06
HH002891_L2,HH002891,credit_card,948.83,30440.83,11.59,
HH002892_L1,HH002892,mortgage,1534.85,99713.54,6.42,2033-05-23
HH002893_L1,HH002893,mortgage,2330.39,152566.97,5.82,2032-04-14
HH002895_L2,HH002895,loan,474.7,4682.87,21.17,2029-11-24
HH002896_L2,HH002896,loan,588.96,5186.15,23.71,2030-05-24
HH002897_L2,HH002897,loan,129.56,1935.02,23.52,2028-04-21
HH002898_L2,HH002898,loan,322.03,3147.09,23.83,2028-05-31
HH002899_L1,HH002899,mortgage,1090.31,117031.97,5.07,2038-02-08
HH002900_L1,HH002900,mortgage,2557.66,112793.65,4.92,2030-11-01
HH002901_L1,HH002901,mortgage,18852.42,394172.9,6.16,2041-01-12
HH002901_L2,HH002901,credit_card,1296.81,24948.34,28.67,
HH002902_L1,HH002902,mortgage,2376.06,111263.64,5.24,2031-04-15
HH002903_L1,HH002903,mortgage,3050.23,203328.35,5.11,2032-08-31
HH002904_L2,HH002904,loan,286.72,2407.61,19.42,2031-06-18
HH002905_L1,HH002905,mortgage,2388.2,80412.28,6.99,2029-04-27
HH002906_L1,HH002906,mortgage,233.43,26903.97,5.24,2037-08-23
HH002911_L1,HH002911,mortgage,2432.19,264467.16,5.98,2036-04-06
HH002913_L1,HH002913,mortgage,8857.39,79823.19,4.46,2039-04-03
HH002913_L2,HH002913,credit_card,1350.44,25483.63,21.51,
HH002914_L1,HH002914,mortgage,10597.52,30734.91,5.25,2037-06-04
HH002914_L2,HH002914,credit_card,450.67,12825.21,11.21,
HH002915_L2,HH002915,loan,291.43,2169.72,21.83,2028-12-29
HH002916_L1,HH002916,mortgage,3352.21,121541.53,4.99,2029-09-05
HH002917_L1,HH002917,mortgage,1706.68,104528.38,4.22,2032-05-08
HH002919_L1,HH002919,mortgage,3814.73,303687.26,3.68,2033-09-29
HH002919_L2,HH002919,loan,1192.65,14278.93,10.09,2028-07-15
HH002920_L1,HH002920,mortgage,794.25,200534.82,4.36,2050-03-03
HH002922_L2,HH002922,loan,559.55,7658.49,16.3,2029-03-11
HH002923_L1,HH002923,mortgage,2711.2,233344.09,4.87,2034-03-29
HH002925_L1,HH002925,mortgage,2412.08,120733.11,5.79,2031-10-19
HH002926_L1,HH002926,mortgage,2424.95,281459.63,5.24,2038-10-16
HH002927_L2,HH002927,loan,527.61,5912.82,16.89,2030-05-01
HH002928_L2,HH002928,loan,393.8,2856.93,16.49,2030-09-19
HH002929_L2,HH002929,loan,364.11,3276.32,8.14,2029-06-22
HH002930_L2,HH002930,loan,149.01,2502.09,15.75,2027-12-27
HH002931_L1,HH002931,mortgage,4635.31,278370.8,6.0,2032-06-07
HH002931_L2,HH002931,loan,151.85,1308.75,22.7,2033-03-13
HH002933_L1,HH002933,mortgage,8122.96,331483.95,4.26,2030-01-29
HH002934_L1,HH002934,mortgage,5501.49,383108.92,5.56,2033-11-14
HH002935_L2,HH002935,loan,581.73,7517.1,11.35,2031-12-05
HH002937_L1,HH002937,mortgage,1993.17,70173.83,3.74,2029-11-12
HH002937_L2,HH002937,loan,167.45,1635.8,25.34,2028-11-13
HH002941_L1,HH002941,mortgage,13539.48,147434.77,6.51,2039-08-19
HH002941_L2,HH002941,credit_card,815.63,19245.24,26.73,
HH002942_L1,HH002942,mortgage,2520.07,137706.94,6.64,2031-06-01
HH002943_L1,HH002943,mortgage,4844.87,260485.28,2.5,2031-10-27
HH002943_L2,HH002943,loan,263.82,3220.09,22.65,2028-08-08
HH002944_L2,HH002944,loan,316.03,1708.79,19.3,2031-04-28
HH002945_L2,HH002945,loan,365.49,3347.34,21.7,2033-03-21
HH002946_L2,HH002946,loan,184.33,2393.81,25.19,2032-02-26
HH002947_L1,HH002947,mortgage,2291.77,213927.91,4.18,2035-07-08
HH002948_L1,HH002948,mortgage,4082.88,237404.13,4.17,2031-12-26
HH002950_L1,HH002950,mortgage,11056.03,118253.84,4.64,2048-01-31
HH002950_L2,HH002950,credit_card,1763.23,33378.53,24.57,
HH002951_L1,HH002951,mortgage,6901.68,240001.8,5.1,2029-12-31
HH002953_L1,HH002953,mortgage,2361.85,84519.08,2.84,2029-09-03
HH002954_L1,HH002954,mortgage,1939.01,66912.15,2.5,2029-06-14
HH002955_L1,HH002955,mortgage,494.56,117641.69,5.3,2051-04-18
HH002957_L2,HH002957,loan,1111.45,15697.41,17.75,2032-02-17
HH002958_L1,HH002958,mortgage,4555.33,349912.39,3.16,2033-08-11
HH002959_L1,HH002959,mortgage,3679.11,198015.43,5.27,2031-01-26
HH002961_L1,HH002961,mortgage,2234.13,30945.15,5.24,2045-05-28
HH002962_L1,HH002962,mortgage,7644.9,259612.61,5.32,2029-07-11
HH002963_L1,HH002963,mortgage,1457.96,114567.34,5.15,2034-07-07
HH002964_L1,HH002964,mortgage,3441.41,181880.88,5.73,2031-06-13
HH002965_L1,HH002965,mortgage,2066.16,117814.87,4.93,2032-06-27
HH002968_L1,HH002968,mortgage,8980.62,29693.91,4.28,2049-09-07
HH002968_L2,HH002968,credit_card,571.31,15572.8,9.09,
HH002969_L1,HH002969,mortgage,9299.05,124529.48,4.85,2030-12-13
HH002969_L2,HH002969,credit_card,544.34,19711.31,9.01,
HH002970_L2,HH002970,loan,461.47,3514.53,15.33,2028-05-17
HH002971_L1,HH002971,mortgage,1688.01,78720.69,6.47,2031-06-10
HH002972_L1,HH002972,mortgage,5611.18,250303.29,3.94,2030-07-27
HH002973_L1,HH002973,mortgage,3374.42,61883.19,4.41,2038-10-20
HH002973_L2,HH002973,credit_card,724.04,11849.19,24.23,
HH002974_L1,HH002974,mortgage,2878.1,98710.7,6.63,2029-05-04
HH002978_L1,HH002978,mortgage,4007.14,117263.45,6.33,2034-10-07
HH002979_L1,HH002979,mortgage,1591.21,63004.42,4.47,2030-02-06
HH002979_L2,HH002979,loan,226.3,4036.65,28.61,2031-12-30
HH002980_L2,HH002980,loan,691.22,4500.72,14.37,2030-12-06
HH002981_L1,HH002981,mortgage,1512.02,191764.08,3.77,2039-08-29
HH002981_L2,HH002981,loan,258.5,2682.81,21.98,2030-12-22
HH002982_L1,HH002982,mortgage,12340.14,118858.93,4.05,2035-04-05
HH002982_L2,HH002982,credit_card,802.77,27240.88,10.44,
HH002983_L1,HH002983,mortgage,823.42,109600.92,4.29,2041-01-25
HH002984_L1,HH002984,mortgage,4191.85,172229.53,4.59,2030-01-09
HH002985_L1,HH002985,mortgage,4476.52,180127.9,4.68,2030-09-02
HH002985_L2,HH002985,loan,591.81,2962.54,21.2,2027-11-03
HH002987_L1,HH002987,mortgage,3421.8,215010.46,5.09,2032-04-29
HH002989_L1,HH002989,mortgage,5129.96,104281.48,4.37,2048-05-11
HH002990_L1,HH002990,mortgage,10824.86,118233.35,5.16,2032-02-29
HH002990_L2,HH002990,credit_card,1030.92,34320.57,12.45,
HH002991_L1,HH002991,mortgage,2836.57,350199.25,6.57,2038-05-20
HH002992_L1,HH002992,mortgage,1746.0,114993.61,4.42,2032-07-10
HH002993_L1,HH002993,mortgage,5748.9,198638.67,4.84,2029-11-30
HH002993_L2,HH002993,loan,307.83,1384.68,27.88,2032-06-24
HH002994_L1,HH002994,mortgage,1618.93,94591.63,5.94,2031-10-03
HH002995_L1,HH002995,mortgage,1925.17,105953.89,3.51,2032-05-16
HH002996_L1,HH002996,mortgage,2212.24,161789.91,5.73,2033-07-31
HH002996_L2,HH002996,loan,279.37,2411.67,13.88,2032-03-11
HH002997_L1,HH002997,mortgage,178.46,11600.41,6.29,2032-01-15
HH002997_L2,HH002997,loan,539.11,9229.91,22.55,2029-01-08
HH002998_L1,HH002998,mortgage,4946.33,228868.29,5.52,2031-02-19
HH002999_L1,HH002999,mortgage,3193.32,13116.54,4.9,2034-01-05
HH002999_L2,HH002999,credit_card,430.25,12224.71,23.54,
HH003000_L2,HH003000,loan,276.08,1269.31,25.38,2028-11-16
HH003002_L2,HH003002,loan,218.91,2267.13,9.69,2032-08-13
HH003003_L1,HH003003,mortgage,5889.43,544873.25,3.87,2034-06-14
HH003003_L2,HH003003,loan,622.32,3745.81,20.45,2029-04-04
HH003004_L2,HH003004,loan,326.81,4454.71,15.86,2030-07-27
HH003006_L1,HH003006,mortgage,943.72,56786.87,5.46,2032-11-18
HH003008_L1,HH003008,mortgage,6441.82,296905.4,4.47,2031-04-21
HH003010_L1,HH003010,mortgage,4005.88,121391.39,6.08,2029-05-06
HH003010_L2,HH003010,loan,552.57,3128.86,19.57,2027-11-23
HH003011_L1,HH003011,mortgage,2083.27,56428.25,3.78,2028-09-19
HH003012_L2,HH003012,loan,159.65,2622.83,22.47,2028-10-14
HH003014_L1,HH003014,mortgage,4861.22,340402.02,6.55,2033-06-19
HH003015_L1,HH003015,mortgage,2149.54,83245.3,5.48,2029-10-18
HH003015_L2,HH003015,loan,320.51,2250.79,26.8,2029-06-20
HH003016_L1,HH003016,mortgage,101.62,7680.89,3.03,2034-09-09
HH003017_L1,HH003017,mortgage,6916.86,252480.22,3.96,2039-01-17
HH003019_L1,HH003019,mortgage,3965.44,160423.32,5.77,2029-12-23
HH003020_L1,HH003020,mortgage,3342.97,235621.76,3.78,2033-01-17
HH003021_L1,HH003021,mortgage,7250.99,80412.94,4.14,2039-10-20
HH003021_L2,HH003021,credit_card,1363.29,26463.74,10.11,
HH003023_L1,HH003023,mortgage,5895.29,891252.06,4.89,2042-12-13
HH003024_L2,HH003024,loan,210.41,1234.44,14.7,2028-06-22
HH003025_L1,HH003025,mortgage,2768.74,41991.94,5.33,2037-12-11
HH003028_L1,HH003028,mortgage,2892.26,55696.37,3.82,2030-06-29
HH003028_L2,HH003028,credit_card,1360.35,48528.06,26.75,
HH003030_L2,HH003030,loan,399.1,2258.81,27.04,2029-10-26
HH003031_L1,HH003031,mortgage,3602.53,192939.69,3.91,2031-11-13
HH003032_L1,HH003032,mortgage,3965.65,128331.73,5.5,2029-06-02
HH003033_L1,HH003033,mortgage,1867.47,79605.6,4.31,2030-05-25
HH003034_L1,HH003034,mortgage,1139.25,116455.94,2.5,2037-08-19
HH003034_L2,HH003034,loan,499.04,7850.02,25.29,2030-02-15
HH003039_L1,HH003039,mortgage,3906.67,265223.3,4.09,2033-03-01
HH003039_L2,HH003039,loan,190.95,2548.75,13.17,2028-08-11
HH003042_L1,HH003042,mortgage,3451.64,288625.29,7.42,2033-09-23
HH003044_L1,HH003044,mortgage,3756.03,165095.12,6.65,2050-12-08
HH003049_L1,HH003049,mortgage,4169.73,170749.2,4.24,2030-03-06
HH003050_L1,HH003050,mortgage,2103.49,49723.91,4.91,2028-06-11
HH003051_L1,HH003051,mortgage,4839.1,605598.55,4.04,2037-11-25
HH003052_L1,HH003052,mortgage,2691.02,151800.97,4.76,2032-05-31
HH003052_L2,HH003052,loan,163.26,1849.52,10.62,2029-11-27
HH003053_L1,HH003053,mortgage,867.57,26293.65,5.88,2029-04-23
HH003054_L1,HH003054,mortgage,2611.22,246696.04,6.51,2035-06-12
HH003055_L1,HH003055,mortgage,2630.38,169269.4,3.81,2033-04-19
HH003056_L1,HH003056,mortgage,13178.28,479608.57,5.34,2030-01-05
HH003058_L1,HH003058,mortgage,1795.69,98473.55,4.68,2032-04-12
HH003059_L1,HH003059,mortgage,5013.08,183520.81,5.43,2029-08-01
HH003060_L1,HH003060,mortgage,146.54,5852.7,2.93,2030-08-04
HH003060_L2,HH003060,loan,83.85,1199.62,25.37,2029-06-28
HH003061_L2,HH003061,loan,207.23,2935.21,24.05,2029-10-21
HH003062_L1,HH003062,mortgage,1280.86,168841.82,5.17,2039-02-09
HH003062_L2,HH003062,loan,781.94,9435.61,27.23,2031-11-14
HH003063_L1,HH003063,mortgage,4098.58,246306.67,4.58,2031-12-13
HH003064_L1,HH003064,mortgage,1356.18,104183.76,3.22,2034-06-05
